|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
10|10|30+ days ago|B.Tech/B.E. in Computers|1 - 6 years|"Job description
OVERVIEW:
As a member of our Content production team in Hyderabad, you will collate text and media files and integrate them into courseware using Skillsoft Content and or custom tools. Integrate assessments, request captions in Percipio. Responsible for PPM- Post Production Maintenance.
OPPORTUNITY HIGHLIGHTS:
Generate and integrate media and XML as per standards and guidelines
Track assets throughout the release process
Troubleshoot CPT, Database and Plan sheet issues
Create content against the specified standards and guidelines and review own work.
Set goals for self and complete assigned tasks on time.
Use the Skillsoft Closed Captioning toolset to create caption text for Videos Upload metadata and transcript information for files using the Skillsoft upload tool provided
Implement Skillsoft QA edits in Videos and IT content as directed
Archive source files for delivery to Skillsoft s archiving and localization teams as required
To ensure weekly, monthly, quarterly targets are met and to highlight any risks to Team Lead
Train team members
Provide effective instructions in emails/documents
Ability to listen, to be clear and ensure you re understood.
Effectively convey vision, ideas, goals, and issues as well as produce data driven reports and presentations
Flexibility and constructive response to changing deadline
Compliance with company policies and procedures
May be required to work on once-off projects/initiatives or ongoing project work as required or other duties, responsibilities, and special projects as assigned from time to time
SKILLS QUALIFICATIONS:
4 + years experience in a similar production work environment
Advanced level knowledge of HTML, XML and databases
Basic knowledge of Python and R
The ability to prioritize work and manage time effectively
The ability to think in a creative, logical, and analytical manner
Flexibility and constructive response to changing deadline
Attention to detail.
Excellent communication (excellent written and verbal skills), influencing and presentation skills, with excellent attention to detail.
Demonstrated capability for problem solving, decision making, sound judgment, assertiveness.
An in-depth knowledge of internet technologies and the restrictions associated with using audio and video in that environment.
EDUCATION AND CERTIFICATIONS
A bachelor s degree is essential
Microsoft Power BI certification or MS Excel certification would be an advantage.
RoleTrainee
Industry TypeInternet
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Leadership developmentmetadataXMLAnalyticalAgileTalent developmentHTMLmicrosoftdigital transformationPython"|['Leadership development', 'metadata', 'XML', 'Analytical', 'Agile', 'Talent development', 'HTML', 'microsoft', 'digital transformation', 'Python']|Content Specialist - II Integrator|Not Disclosed|1|Post Graduation Not Required|
11|55|30+ days ago|B.Tech/B.E. in Computers|7 - 11 years|"Job description
OVERVIEW:
As a member of our Content production team in Hyderabad, you will be responsible for producing motion graphics and animations for learning products in association with design lead and instructional designers. Accountable for asset creation based on ID and Visual strategy. Animation quality, video editing, audio editing and content assets.
OPPORTUNITY HIGHLIGHTS:
Come up with visualization ideas to help production team and Design/develop using written instructions in the scripts/storyboard and or using Adobe Photoshop and Adobe Illustrator.
Build great motion graphic design using 2D character, Icons, and visual elements.
Use pro tools like adobe aftereffects adobe photoshop to create design and video assets.
Support and assist with large-scale projects and manage assigned daily graphics and animation tasks.
Should have the ability to understand how to design animate from storyboards.
Ensure that the delivered products or services adhere to the guidelines and standards of the company.
Be aware of the latest techniques and procedures used in designs and suggest new ways of improving the quality of designs and other project issues/assets
Work in collaboration with colleagues across different teams.
Quickly adapt and reuse components from existing courses into new ones. Create various content types Infographics, Animations, Graphics and videos.
Create animations/videos as per product strategy and guidelines.
Create illustrations, icons, animations and maintain consistency in terms of style of the illustrations and color usage.
Illustrations, icons and animations should be based on product requirements and design specifications.
Create/maintain/update graphic asset library
Provide effective instructions in emails/documents
Ability to listen, to be clear and ensure you re understood.
Ability to meet assigned project schedule.
Compliance with company policies and procedures
May be required to work on once-off projects/initiatives or ongoing project work as required or other duties, responsibilities, and special projects as assigned from time to time
SKILLS QUALIFICATIONS:
Advanced skills in design and animation using Adobe Photoshop, After effects, Premier, Illustrator, MS PowerPoint, Sound Forge, Skillsoft - Content tools
7- 11 years of hands-on progressive work experience in fast paced eLearning content development/ production organization in a similar role leading/managing global projects
Hands-on experience of eLearning projects using MS PowerPoint, 2D, Motion graphics, Info graphics, video editing and Animations.
Excellent attention to detail
Excellent communication (excellent written and verbal skills), influencing and presentation skills, with excellent attention to detail.
Demonstrated capability for problem solving, decision making, sound judgment, assertiveness.
Portfolio demonstrating experience and skills in still motion and graphic design.
EDUCATION AND CERTIFICATIONS
Education requirements required include either a Master or Bachelor s degree or Diploma in either fine arts, applied arts, commercial arts, interface design, visual design or industrial design
Advanced level proficiency and understanding of design, and animation and using the following software s Sound Forge, Adobe CC, Photoshop, Illustrator, Premier, and After Effects.
RoleGraphic/Web Designer
Industry TypeInternet
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
GraphicsIllustratorIndustrial designAgileAnimationVideo editingAdobePowerpointVisual DesignFine arts"|['Graphics', 'Illustrator', 'Industrial design', 'Agile', 'Animation', 'Video editing', 'Adobe', 'Powerpoint', 'Visual Design', 'Fine arts']|Content Specialist - II Graphics|Not Disclosed|1|Post Graduation Not Required|
12|21|30+ days ago|B.Tech/B.E. in Computers|4 - 6 years|"Job description
Responsibilities
As part of the OnCall Analytics team, you will contribute to the creation and enhancement of our OnCall Analytics product lines.
Your responsibilities will include:
Participating in the development of Analytics solutions using agile methodologies
Design and implement efficient data warehouse
Creating and deploying semantic layers
Creating and deploying Reports
Optimizing database performance
Support database administration, including database archiving, specific data integrity issues, troubleshooting, performance improvements and general system administration;
Creating cloud offerings of the OnCall Analytics Solution (optional)
Provide ad-hoc analytics support and activities in a collaborative work environment
Working with other analytical teams across the business to learn and share best practice.
Educational Qualifications
Bachelor’s or Masters degree in a technical discipline—computer systems or information systems desired;
4-6 years of experience in ETL Development
Skills Required
Advanced analytical and technical skills;
Experience working in a Windows client-server environment;
Experience with Oracle or SQL server, preferably on mid to large sized installations;
Experience with data warehousing and dimensional modelling concepts
Experience programming with Microsoft SQL Server SSIS, SSAS
Ability to design and develop logical and physical data flow models for ETL applications.
Ability to design and develop semantic layers and dimensional models for complex BI projects
Excellent communications skills, both oral and written;
Ability to work independently and as part of a team;
Experience creating Software as a Service solutions is an asset
Knowledge of other Business Intelligence or Analytic products is an asset.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
AnalyticalDatabase administrationAgileWindowsOracleSSISBusiness intelligenceTroubleshootingAnalyticsSystem administration"|['Analytical', 'Database administration', 'Agile', 'Windows', 'Oracle', 'SSIS', 'Business intelligence', 'Troubleshooting', 'Analytics', 'System administration']|Principal Software Developer|Not Disclosed|1|Post Graduation Not Required|
13|290|19 days ago|Any Graduate|10 - 20 years|"Job description
About the Role
Our customers security culture is very high, we have high liability to more than 30 automotive OEMs that we are delivering software on a day to day basis.
Automotive services, Delivery Organization deals with a massive amount of security-related challenges,
Tasks are focused on the Information / Application Security domain with very good skills on both client and server-side.
The main task is SSDLC E2E ownership, the sub tasks are TARA, VARA, customer PT analysis, customer vulnerabilities reports and remediation, Security backlog management for all OTA, Scanning tools analysis, application security training.

What You Will Do :
Work closely with development teams to constantly implement SSDLC including,
o Matrix management of development security champions
o Reviewing current system security measures and recommending / implementing enhancements
o Security incidents post-event analyses
o Vulnerability management
o implementing, testing and operating advanced software security techniques in compliance with a technical reference architecture
o Performing on-going security testing and code review to improve software security
o Troubleshooting and debugging issues that arise
Provide engineering designs for new software solutions to help mitigate security vulnerabilities Contribute to all levels of the architecture
Build strong infrastructure of security technical guidelines
Consult team members on secure coding practices
Answering Security requirements for RFQ/RFI


RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Application SecurityRisk AssessmentMicroservices SecurityThreat ModelingSecure BootAWSApi security"|['Application Security', 'Risk Assessment', 'AWS']|Senior/Principal Application Security Architect|Not Disclosed|||
14|36|30+ days ago|Any Graduate|4 - 6 years|"Job description


Job title : Senior Software Developer / Team LeaderJob title : Senior Software Developer / Team Leader



Qualification Experience :

Gruaduate / Post Graduate degree

Minimum 4 years of experience in IT Industry

Good communication skills

Knowledge in handling team members



Technical Skills :

Good knowledge in .Net framwork

Individual handling of projects in C# ASP.Net , MSSql Server

Knowledge in UML , XML , MySql , Visio

RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
c#MS SQLUMLxmlasp.net.netmysqlVisiosql serversql"|['c#', 'MS SQL', 'UML', 'xml', 'asp.net', '.net', 'mysql', 'Visio', 'sql server', 'sql']|Senior Software Developer / Team Leader|Not Disclosed|1|Post Graduation Not Required|
15|17|15 days ago|BCA in Computers, B.Tech/B.E. in Computers|2 - 7 years|"Job description
Urgent requirement for software Engineer
Role :Senior Software Engineer
Basic Skills: asp.net / mvc/ C#/ SQL
Design and develop Programming in Asp.net and MVC

Experience :3 Years to 7 Years
Location: cochin

Send resume to hr@ritchoiz.com
7736682068
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Computers
PG :MCA in Computers
Key Skills
c#ASP.NetMVCSQL"|['c#', 'ASP.Net', 'MVC', 'SQL']|Opening For Senior Software Engineer - asp.net / mvc / C# / SQL|₹ 3,00,000 - 5,00,000 P.A.||MCA in Computers|
16|813|30+ days ago|BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization|3 - 6 years|"Job description

QUALIFICATION : Should be graduated

EXPERIENCE : 3.5 - 6 Years

NOTICE PERIOD : 15days Max.

THE OPPORTUNITY :

The overall purpose of the architect is to take on hands on work to design and develop software solutions. Deliver the same with minimal defects and have an eye for technological improvements which can be utilized to improve performance or reduce costs

KEY ACTIVITIES :

- To read and analyse functional requirements/work items to create test cases

- Convert manual test cases to Automation using one of the well-known tools that the organisation has chosen (Selenium with C#.Net)

- Writing test scenarios and scripts for manual testing

- Identifying the gap in business requirement documents that require clarification

- System integration testing with other complimentary products from our portfolio of product and based on customer needs we might have to test the integration with 3rd Party solutions too.

- Responsible for conducting testing runs, analysing results and submitting any observations to the development team

- Inform the test lead about any resources needed for software testing phase or data sets that fulfil the testing needs

- Execute all test cases as per the test plan and report any defects defining their severity and priority

- Document the failed test cases and the steps required to reproduce the error

- Carry out regression testing every time when changes are made to the code to fix defects

- Interact with client engagement teams to gain a deeper understanding of the business requirement to write business sensitive test cases

KEY CRITERIA :

- 4-6 years of relevant experience in testing

- Writing Test Scenarios and scripts for automation testing (Knowledge of Gherkin language is required (Specflow)

- Strong hands-on experience in manual functional and regression testing

- System integration testing and ability to build test scenarios for integrated system testing

- Strong in writing automation test cases in Selenium with C#.Net

- Experience in JMETER or some relevant tool for performance test

- Experience in C#.Net environments

- Bug reporting in Jira or VSTS

- Proficient understanding of DOM elements and use of Locators

- Basic SQL knowledge

- Good knowledge of .Net stack and C#.

- Good written and oral communication

- Good to have ISTQB foundation certification

- Ability to work independently and as part of team.

- Be a strong individual contributor who has good analytical and problem-solving skills.

- Self-Development

- Keep up to date with the latest software development technologies and methodologies to support own self-development.

- Express opinions and ideas

- Take responsibility to progress and develop to their full potential

- Be flexible and multi skilled in a variety of jobs and tasks

- Attend all personal training and development courses as required by the business for the role.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Regression TestingVSTSSoftware Quality AssuranceJira System TestingAutomation TestingC#.Net SeleniumManual TestingJMeterFunctional TestingTesting"|['Regression Testing', 'VSTS', 'Software Quality Assurance', 'System Testing', 'Automation Testing', 'Selenium', 'Manual Testing', 'JMeter', 'Functional Testing', 'Testing']|Senior Engineer - Software Quality Assurance|Not Disclosed||Any Postgraduate|Doctorate Not Required
17|26|30+ days ago|B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers|3 - 8 years|"Job description
Responsibilities :

- Incumbent would be responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.
- You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.

- Having an experience between 3 to 5 years in front end

- Integration of user-facing elements developed by front-end developers with server side logic

- Writing reusable, testable, and efficient code

- Design and implementation of low-latency, high-availability, and performant applications

- Implementation of security and data protection

- Integration of data storage solutions

Desired Skills In This Role Include :

- Strong proficiency with JavaScript

- Knowledge of Express.js, SAILs.js (framework) on Node Technologies.

- Understanding the nature of asynchronous programming and its quirks and workarounds

- Good understanding of server-side templating languages

- Basic understanding of front-end technologies, such as HTML5, and CSS3

- User authentication and authorization between multiple systems, servers, and environments

- Understanding fundamental design principles behind a scalable application
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Application DesigningSolution IntegrationApplications ImplementationNode.jsExpress.jsBackend Architecture"|['Application Designing', 'Solution Integration', 'Node.js']|Senior Software Engineer - Backend Architecture|Not Disclosed||Any Postgraduate|Doctorate Not Required
18|Less than 10|30+ days ago|B.Tech/B.E. in Any Specialization|5 - 10 years|"Job description
Roles and Responsibilities
The Role consist of development of software and algorithm related the cybersecurity in automotive environment. The knowledge of linked lists and block chains technology will be the base to enhance the efficiency of the overall system

The role entails study and learn Block chains technology developments and related algorithm adopting them to implement advance secure related structures

Responsibilities
Development of Software competence and implementation of Algorithm
- Blockchain computing software competence development
- Algorithm translation
- Blockchain based security software Model design and implementation

Cooperation management
- Establishment of agreements and participation to the most important automotive consortium about the argument

Virtual infrastructure lead and development
- Creation of the proper virtual structure and discussion of cooperation contracts with most important global players (IBM etc)

RoleSolution Architect / Enterprise Architect
Industry TypeAutomobile
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Doctorate :Doctorate Not Required
Key Skills
Cyber SecurityBlockchainVehicle Security SystemsSoftware Model Design"|['Cyber Security']|Software Engineer - Blockchain For a Leading Automotive OEM|Not Disclosed||Post Graduation Not Required|Doctorate Not Required
19|Less than 10|30+ days ago|Any Graduate|4 - 9 years|"Job description
Roles and Responsibilities 
Should have good knowledge in Spring boot/ spring web services
Exposure to frameworks like Spring, Hibernate
Experience in Angular is highly preferred
Strong technical development experience on effectively writing code, code reviews, best
Desired Candidate Profile 
Location : Trivandrum ( Techno park )
Qualification : Any Graduation
Experience : Minimum 4 years of experience
practices on configuration management and code refactor
Perks and Benefits 

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
JavaSpring WebflowHibernateNode.JsHTMLJQueryAngularMySQLJavascriptBootstrapPHPSpring FrameworkMongoDB"|['Java', 'Hibernate', 'Node.Js', 'HTML', 'JQuery', 'MySQL', 'Javascript', 'Bootstrap', 'PHP', 'Spring Framework', 'MongoDB']|Full Stack Developer / Software Engineer|₹ 5,50,000 - 10,00,000 P.A.|||
