|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
10|3503|20|M.Tech in Any Specialization, PG Diploma in Civil, MS/M.Sc(Science) in Any Specialization|24 days ago|B.Tech/B.E. in Civil, Diploma in Civil, B.Arch in Architecture|1 - 6 years|"Job description
Hi,

AMICI global solutions are hiring for some Research Writers Required for

- Civil Engineering background.
- Work from home.

Required Candidate profile
-Experienced in research writing
-Aware of APA,Harvard etc referencing
-Expert in the domain
- ***NO FRESHERS ****
.

Perks and benefits
Work from home with a huge income

Freelance Job
RoleContent Developer
Industry TypeEducation / Training
Functional AreaJournalism, Editing, Content
Employment TypeFull Time, Freelance/Homebased
Role CategoryContent Development
Education
UG :B.Tech/B.E. in Civil, Diploma in Civil, B.Arch in Architecture
PG :M.Tech in Any Specialization, PG Diploma in Civil, MS/M.Sc(Science) in Any Specialization
Doctorate :MPHIL in Civil, Ph.D/Doctorate in Civil
Key Skills
Academic WritingConstructionlawAutoCADConstruction lawProduction ManagementCADBuilding Constructionstructure analysisInternational BusinessSolid WorksFreelance Writing"|['Academic Writing', 'Construction', 'law', 'AutoCAD', 'Production Management', 'CAD', 'Building Construction', 'International Business', 'Solid Works', 'Freelance Writing']|Freelance Research Writer- Civil Engineering- **Experienced**|Not Disclosed|MPHIL in Civil, Ph.D/Doctorate in Civil
11|312|1|Any Postgraduate, Post Graduation Not Required|21 days ago|Graduation Not Required, Any Graduate|5 - 10 years|"Job description
Embedded engineer with minimum 5 years experience

C, STM, IAR, CAN, MODBUS experience required

Able to work independently under tight deadlines.

Company culture benefits ""high achievers with can do attitude""
RoleSenior Design Engineer
Industry TypeAutomobile
Functional AreaEngineering Design, R&D
Employment TypeFull Time, Permanent
Role CategoryEngineering Design
Education
UG :Graduation Not Required, Any Graduate
PG :Any Postgraduate, Post Graduation Not Required
Doctorate :Any Doctorate, Doctorate Not Required
Key Skills
embedded developerembedded cuartinverterSMPSstmpower electronicsembedded programmingfirmware programmingpower supply"|['embedded developer', 'embedded c', 'uart', 'inverter', 'SMPS', 'stm', 'power electronics', 'embedded programming', 'power supply']|Associate Director / Senior Embedded Engineer,|₹ 4,75,000 - 8,00,000 P.A.|Any Doctorate, Doctorate Not Required
12|439|2||18 days ago|Diploma in Electrical, Electronics/Telecommunication, Engineering|1 - 5 years|"Job description
must have knowledge about UPS
Must know how to Execute installation
Board level troubleshooting.
UPS repair and service

Perks and benefits
Allowances
RoleProject Manager-Production/Manufacturing/Maintenance
Industry TypeMiscellaneous
Functional AreaProduction, Manufacturing, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProduction/Manufacturing/Maintenance
Education
UG :Diploma in Electrical, Electronics/Telecommunication, Engineering
Key Skills
InstallationAmcTroubleshooting
Maintenance
Skills highlighted with ‘‘ are preferred keyskills"|['Installation', 'Amc', 'Troubleshooting', 'Maintenance']|UPS Repair/service Engineer Bangalore|₹ 1,75,000 - 3,00,000 P.A.|
13|Less than 10|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 5 years|"Job description

A full understanding and knowledge and of the following technologies: Knowledge in Ajax, MySQL & Jquery. Expert in Core PHP, REST, SOAP API Open Source MVC architecture (Codeigniter or similar) MYSQL, MSSQL (Manipulation & Management) Clientside technologies: JS / HTML5 / CSS3 and crossbrowser compatibility Understanding of Mobile Technologies and Interfaces Exposure to Prestashop & Drupal. Working Knowledge and customization of Wordpress.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
DrupaljQueryMySQLWordpressMVC architectureOpen sourceprestashopCore PHPAjaxCSS3"|['Drupal', 'jQuery', 'MySQL', 'Wordpress', 'MVC architecture', 'Open source', 'prestashop', 'Core PHP', 'Ajax', 'CSS3']|PHP Developer|Not Disclosed|
14|88|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 5 years|"Job description
- Translate designs and wireframes into high quality code
- Design, build, and maintain high performance, reusable, and reliable Java code Ensure the best possible performance, quality, and responsiveness of the application
- Identify and correct bottlenecks and fix bugs
- Help maintain code quality, organization, and automatization
- Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes
- Familiarity with RESTful APIs to connect Android applications to back-end services
- Strong knowledge of Android UI design principles, patterns, and best practices
- Experience with offline storage, threading, and performance tuning
- Ability to design applications around natural user interfaces, such as touch
- Familiarity with the use of additional sensors, such as gyroscopes and accelerometers
- Knowledge of the open-source Android ecosystem and the libraries available for common tasks
- Ability to understand business requirements and translate them into technical requirements
- Familiarity with cloud message APIs and push notifications
- A knack for benchmarking and optimization
- Understanding of Google s Android design principles and interface guidelines
- Proficient understanding of code versioning tools, such as Git
- Familiarity with continuous integration
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Performance tuningcontinuous integrationBackendGITUser interface designingCloudAndroid SDKSensorsOpen sourceAndroid"|['Performance tuning', 'continuous integration', 'Backend', 'GIT', 'User interface designing', 'Cloud', 'Android SDK', 'Sensors', 'Open source', 'Android']|Android Developer|Not Disclosed|
15|19|1|M.Tech in Electronics/Telecommunication, MCA in Computers|30+ days ago|B.Tech/B.E. in Any Specialization|5 - 10 years|"Job description
Education
BE, B.Tech, ME, M.Tech, MCA or related field from institution of reputed
Description
Core PHP Development experience Strong object-oriented concepts and knowledge of design patterns
Expertise in software development on LAMP stack using MVC Frameworks like CodeIgniter, Yii Zend etc.
Understanding of PHP5, JavaScript, AJAX and HTML, TDD, MySQL, Refactoring, Lucene, RDBMS
Knowledge of scrum and agile development practices good planning and estimations skills
Directly supervises the development team, ensuring optimal performance.
Ensures coding standards and other best practices are strictly followed by his/her team.
Ensures all development projects have been checked and tested to ensure security and stability.
Ensures readability of codes (e.g. formatting, commenting, code structure, etc.).
Reviews all codes to ensure no major errors exist in terms of logic, session handling, security, and other crucial aspects.
Ensures that the team performs efficiently, and timelines are strictly adhered to.
Represent the company in client-meetings where technical explanations or discussions are required.
RoleSoftware Developer
Industry TypeAdvertising & Marketing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :M.Tech in Electronics/Telecommunication, MCA in Computers
Key Skills
RDBMSCodingTDDMySQLJavascriptHTMLScrumMVCZendAjax"|['RDBMS', 'Coding', 'TDD', 'MySQL', 'Javascript', 'HTML', 'Scrum', 'MVC', 'Zend', 'Ajax']|PHP DEVELOPER|Not Disclosed|
16|10|1|Post Graduation Not Required|30+ days ago|Any Graduate|4 - 5 years|"Job description
Description
Architect, design and build advanced applications for the iOS platform
Familiarity with objective-C/Swift, Cocoa Touch and working with external frameworks and libraries
Translate requirements and mock-ups into fully functional features
Collaborating with teams to define, design, and ship new features provide estimates on development cycles
Experience using RESTful Web Service APIs
Work on bug fixing and improving application performance and quality.
Understanding full mobile development cycle
Proficient with Swift 3.0 or Objective-C
Familiarity with Push notifications, Deep Linking and Core Location
Experienced in working with data parsing forms such as XML and JSON, to dynamically display data on iPhone/iPad.
Leveraged native iOS features (Push Notifications and Local notification, Animations, GPS, Settings, Contacts)
RoleSoftware Developer
Industry TypeAdvertising & Marketing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Mobile developmentWeb technologiesXMLDebuggingJSONSwiftios developmentIOS"|['Mobile development', 'Web technologies', 'XML', 'Debugging', 'JSON', 'Swift', 'ios development', 'IOS']|IOS DEVELOPER|Not Disclosed|
17|16|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 4 years|"Job description
Deep experience in the Android stack, particularly Java, Android Developer Studio, Gradle, etc. who loves to solve complex engineering challenges .
Familiarity/experience with the integration of network services API s. Leading by example and mentoring both junior and senior engineers is a ++
Education
BS/MS degree in Computer Science, Engineering or a related subject.
Willing to take responsibility for the development and maintenance of applications aimed at a vast number of diverse Android devices and their integration with back-end services.
Working along-side other developers working on different layers of the infrastructure collaboratively solving problem and creating quality products.
Description
Ability to understand business requirements and translate them into technical requirements.
Excellent knowledge of :Android SDK, library modules, Unit Testing SQL Lite DB Android UI design principles, patterns, and best practices
Knowledge of the open-source Android ecosystem and the libraries available for common tasks
Experience with offline storage, threading, and performance tuning
Hands on Experience with cloud message APIs and push notifications
Ability to design applications around natural user interfaces, such as touch
Responsible for the development and maintenance of applications
Translate designs and wireframes into high quality code
Design, build, and maintain high performance, reusable, and reliable Java code
Ensure the best possible performance, quality, and responsiveness of the application
Identify and correct bottlenecks and fix bugs Help maintain code quality, organization, and automatization
Designing and developing advanced applications for the Android platform
Unit-testing code for robustness, including edge cases, usability, and general reliability
RoleSoftware Developer
Industry TypeAdvertising & Marketing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Computer sciencePerformance tuningMobile developmentUser interface designingnetwork servicesUnit testingAndroid SDKOpen sourceSQLAndroid"|['Computer science', 'Performance tuning', 'Mobile development', 'User interface designing', 'network services', 'Unit testing', 'Android SDK', 'Open source', 'SQL', 'Android']|ANDROID DEVELOPER|Not Disclosed|
18|22|1|Any Postgraduate|30+ days ago|Any Graduate|2 - 5 years|"Job description
Job Categary :- IT SOFTWARE DEVELOPMENT
Read More
Responsibilities :- Design and develop high-performance web applications using Front-end technologies like HTML5, CSS3
Manage API's resources which work across devices Have good knowledge for design responsive websites Build reusable code and libraries for future use Optimize applications for maximum speed
RoleSoftware Developer
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Front endWeb technologieshtml5PHPManagementCSS3"|['Front end', 'Web technologies', 'html5', 'PHP', 'Management', 'CSS3']|PHP DEVELOPER|Not Disclosed|
19|10|1|Post Graduation Not Required, MCA in Computers|30+ days ago|B.Tech/B.E. in Computers|2 - 5 years|"Job description
Web Designer Urgent Requirement, Candidate must have Excellent knowledge of Adobe Photoshop, Illustrator, Flash, CorelDraw Dreamweaver, HTML/ CSS. Experience in HTML 5/ CSS 3 Java Script Jquery. PHP, MySql knowledge preferred. .
Explore IT Solutions Pvt Ltd Visualize, Realize Monetize! Web Designer Urgent Requirement, Candidate must have Excellent knowledge of Adobe Photoshop, Illustrator, Flash, CorelDraw Dreamweaver, HTML/ CSS. Experience in HTML 5/ CSS 3 Java Script Jquery. PHP, MySql knowledge preferred. .

Job Application Form Attach C
RoleGraphic/Web Designer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required, MCA in Computers
Key Skills
Web technologiesjQueryCVIllustratorhtml5MySQLJavascriptCorel DrawPHPPhotoshop"|['Web technologies', 'jQuery', 'CV', 'Illustrator', 'html5', 'MySQL', 'Javascript', 'Corel Draw', 'PHP', 'Photoshop']|Web Designer|Not Disclosed|
