|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :|Openings:|PG :
242|Less than 10|30+ days ago|B.Tech/B.E. in Computers|1 - 2 years|"Job description
Skills : Having Experince in Upwork, Guru, PPH Write Perposals
Profile Detail : BDE needed for online bidding on portals like Upwork.com for CMS Websites and Web apps projects. Must understand process Requirements of Website Web Apps, Proposal creation with DFD, SRS and wireframes is plus.
RoleBusiness Analyst
Industry TypeFilm / Music / Entertainment
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
ComprocessGuruWeb technologiesCMSWritingBusiness Development ExecutiveOnline bidding"|['Com', 'process', 'Guru', 'Web technologies', 'CMS', 'Writing', 'Business Development Executive', 'Online bidding']|Online Bidder|Not Disclosed||1|Post Graduation Not Required
243|23|30+ days ago|B.Tech/B.E. in Computers|2 - 4 years|"Job description
Expertiz Human Asset Management Job Description
Urgent Opening for a WMS Consultant- Order Management-Retail-Chennai Posted On : 27 th Sep 2016 06:45 AM AddThis Sharing Buttons Role / Position 2-4 yrs Description Our client is a niche Sterling Commerce Order Management specialist founded in 2009 withstrong retail domain knowledge and proven track record implementing IBM Sterling Order Management. Client has offices across globe
Designation: Consultant- WMS Experience: 2-4 yrs Candidate Profile

BE, B Tech IT/ Computer Science or relevant WMS specialization
Warehouse management system specialist with technical knowledge who will be responsible for theanalysis support of the WMS areas to meet the business needs
Working closely with our customers to deliver, maintain and troubleshoot and enhance WMSfunctionality, knowledge of its integration with other modules.
Willing to join immediately or within 15 days, Flexible to travel/ relocate to Project sites
Send Resumes t
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
sterling commercewarehouse management systemtechnical knowledgeorder managementcomputer scienceconsultantasset managementtravelwmsknowledge"|['sterling commerce', 'warehouse management system', 'order management', 'computer science', 'consultant', 'asset management', 'travel', 'wms']|consultant wms|Not Disclosed||1|Post Graduation Not Required
244|75|30+ days ago|Any Graduate|1 - 6 years|"Job description
Urgent Opening for Project Coordinator/ Project Head in Chandigarh | T A HR Solutions provides best opportunities in various diversified segments and sectors such as IT Information Technology, Ma

T A HR Solutions understand that requirement of each client is unique, so we provide fresh perspective young talent of manageme

If you wish to be considered for any of the Openings, you may please submit your Curriculum Vitae and We will assist you in the be

Urgent Opening for Project Coordinator/ Project Head in Chandigarh Designation : Project Coordinator/ Project Head

Experience : 1 yrs to 5 yrs

Salary : 25k to 45k PM

Location : Chandigarh

No of Opening : 2 Positions

Job Description: -

1) Has a Good knowledge in SQL Queries , Manage Database, refinement of data, Consolidate data

2) Coordinate with various Teams within the Project (between IT team, Client; Location Heads and vendors)

3) Prepare MIS reports; Generate reports

4) Good Communication Skills Management skills

5) Travel to various locations across India

6) 3- 5 yrs experience in management with IT and other teams

7) CTC will be at par with the market rates (around 25K 40K ) depending the candidates capability

8) He may have to travel to the following locations as and when needed:

Chandigarh, Panchakula, Delhi, Jaipur, Ahmadebad; parts of North India.

Click to share

Apply to the above mentioned job
RoleProject Manager-Production/Manufacturing/Maintenance
Industry TypeRecruitment / Staffing
Functional AreaSite Engineering, Project Management
Employment TypeFull Time, Permanent
Role CategoryProject Management
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
project coordinatorinformation technology pmprojecthrtravel"|['project coordinator', 'project', 'hr', 'travel']|project coordinator project head|Not Disclosed||1|Any Postgraduate
245|113|30+ days ago|B.Tech/B.E. in Production/Industrial|12 - 15 years|"Job description
Job Description:

Leading the project execution team
Responsible for PAN India Project Management
Project Planning, Execution and Management
Monitoring and controlling projects with respect to Cost and time
Project Management for conceptualization and visualization to technology mapping, budgeting, resource & task scheduling and final execution of projects
RoleProject Manager-Production/Manufacturing/Maintenance
Industry TypeIT Services & Consulting
Functional AreaSite Engineering, Project Management
Employment TypeFull Time, Permanent
Role CategoryProject Management
Education
UG :B.Tech/B.E. in Production/Industrial
PG :Post Graduation Not Required
Key Skills
Project managementProject HeadConceptualizationManager TechnologyProject planningSchedulingBudgetingCostMonitoringProject execution"|['Project management', 'Conceptualization', 'Project planning', 'Scheduling', 'Budgeting', 'Cost', 'Monitoring', 'Project execution']|Project Head|Not Disclosed||1|Post Graduation Not Required
246|195|30+ days ago|Any Graduate|8 - 12 years|"Job description
Project Role Description :
Lead the effort to design, build and configure applications, acting as the primary point of contact.
Must have Skills :Agile Project Management
Good to Have Skills :Agile Requirement Management
Key Responsibilities :
The Agile Coach focuses on handling and leading complex projects
One of the main responsibilities is to provide coaching in the ways of working to help deliver objectives and identify projects where materials business impact can be created through adoptions of Lean and Agile practices
As a Lean and Agile Coach, the individual will: Partner with the technology organization based at the Shell Technology Centre Houston STCH
Technical Experience :
The adoption of Lean Startup and Agile methodologies across the technology organization offers an incredible opportunity to transform ways of working, drive customer-centricity, increase the speed and efficiency of technology maturation and delivery and ultimately increase value to the business from Technology activities
This is the opportunity to be part of a major change agenda throughout the Technology organization
Professional Attributes :
Good communication skills and other soft skills
Educational Qualification :
Minimum 15 years of full time education
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
agile project managementManager TechnologyApplication Leadagile coach"|['agile project management']|Agile Project Management|Not Disclosed||1|Post Graduation Not Required
247|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 7 years|"Job description
We currently work with some of the top recruiters of the country. We have set up a strong base across North Indian, Madhya Pradesh, and Maharashtra by working with 250+ corporate and are scaling up our model to new regions. As Pre Sales- Executive, your role would primarily be to fix up appointments for field sales person, handling in bound client requests and preparing MIS.

Primary Responsibilities :

Initiating sales conversation over phone calls with prospective customers and establishing connect Handling in bound client requests Close sales calls on phone wherever possible 6 months 2 years of technology product sales (B2B) experience.

Qualifications : Strong written and oral communication skills. Easily able to build relationship / connect with people. Ability to understand the client s problems and join the dots of how our solution can help them. Maturity and ability to handle stress and demanding client requirements. Self driven, persistent, action oriented, quick thinker and goal driven. Is not shy of using technology. Is an adopter of technology herself / himself.
RoleTeam Lead/Technical Lead
Industry TypeEducation / Training
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Pre Sales ExecutiveB2BField salesRelationshipCorporateManager TechnologyProduct salesSales PersonMIS preparation"|['B2B', 'Field sales', 'Relationship', 'Corporate', 'Product sales', 'MIS preparation']|Positions Project Lead|Not Disclosed||1|Post Graduation Not Required
248|204|15 days ago|B.Sc in Agriculture, B.Tech/B.E. in Agriculture|5 - 10 years|"Job description
Enthusiastic Horticulture / Agriculture professionals to work at grass root levels!

Prepare, Submit techno commercial proposals in HINDI, develop training modules for crop issues solutions, new methodologies / technologies & deliver training

Required Candidate profile
-
M.Sc./B.Sc./B.Tech Agriculture or Horticulture
4-5 years relevant field experience

Strong Command over HINDI
Proposal Writing

Knowledge of Agriculture situation in UP, crop season, best practices
RoleCSR Manager
Industry TypeAgriculture / Forestry / Fishing
Functional AreaCSR & Sustainability
Employment TypeFull Time, Permanent
Role CategoryCSR & Sustainability
Education
UG :B.Sc in Agriculture, B.Tech/B.E. in Agriculture
PG :M.Tech in Agriculture, MS/M.Sc(Science) in Agriculture
Key Skills
HorticultureSustainable AgricultureProposal WritingTechno-commercialAdvisoryFarm ManagementTrainingSkill TrainingProposal PreparationAgribusinessSkill DevelopmentAgronomyConsultancyAgricultureTechnical TrainingFarming"|['Horticulture', 'Proposal Writing', 'Techno-commercial', 'Advisory', 'Farm Management', 'Training', 'Proposal Preparation', 'Agribusiness', 'Skill Development', 'Agronomy', 'Consultancy', 'Agriculture', 'Technical Training', 'Farming']|Horticulture Agriculture Farm - Technical Project & Training Leader|Not Disclosed||1|M.Tech in Agriculture, MS/M.Sc(Science) in Agriculture
249|Less than 10|30+ days ago|B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
Skills required:


Exceptional PHP and web programming skills, with 3 years professional PHP development experience

A folio of Magento e-commerce sites

Excellent hand-coding skills using AJAX, CSS, ActionScript, HTML /XHTML and JavaScript

Proven experience in developing Ecommerce Websites, integrating systems, and enhancing and supporting live applications

Ability to interpret client needs to define, develop and execute compelling technical solutions

Excellent written and verbal communication skills

Understanding of structured design methodologies and web development approach - from business requirements through to coding, testing and documentation

Strong understanding of database concepts, methodologies, source control and bug tracking

Ability to identify risks and risk mitigation options associated with proposed application, technical and integration architectures

PHP, XHTML, CSS, Javascript, MySQL, jQuery


RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
developmenttechnicaldocumentationtestingdevelopingajaxjavascriptjqueryxhtmlcodingdatabasewebdesignphpmysqlweb developmenthtmle-commerceprogrammingmagento"|['development', 'technical', 'documentation', 'testing', 'developing', 'ajax', 'javascript', 'jquery', 'xhtml', 'coding', 'database', 'web', 'design', 'php', 'mysql', 'web development', 'html', 'e-commerce', 'programming', 'magento']|PHP/Magento Developer (Team Leader/Project Leader)|Not Disclosed||1|Post Graduation Not Required
250|11|30+ days ago|B.Tech/B.E. in Computers|2 - 5 years|"Job description
Agri / Food Processing | General Management Talent Fishers | Project Leader

Vietnam - Ho Chi Minh Our client is an international industrial food group with a worldwide presence and strong global market reputation.

For our client , Talent Fishers is looking for Project Leader.

Location: Ho Chi Minh City - Vietnam

Report to: Operation Director

Job description and Responsibilities:

Project Leader is in charge of fruit preparation development from the sample to the first industrial production.

Main Responsibilities:

- Well knowledge of the food ingredient (especially colors , flavors , thickeners) to easily find the raw material needed

- Responsible for development projects from brief reception to industrial production:

Feasibility studies ,

Creation of recipes , development and adjustment of color , flavor following the application of the finish product and upon legislation requests ,

Validation of recipes in their applications in finish products ,

Adaptation of recipes and industrialization of lab recipes ,

Follow up of recipes in production

Validation in time of the industrial recipe.

- Responsible for advising and answering to customer requests from sample to the industrial product.

- Participate to finished products , raw material and technology watch.

- Develop innovative products and / or concepts according market request

- Technically support sales team in meeting with customers (for RD part) , displaying the possible applications for Andros products.

- Carefulness , trusty , work quick and well

- Well knowledge of the fruit process

- Ability to settle problem with autonomy

- Easy communication to report to manager

RoleProject Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Project developmentFinished productsInchargeSalesDirector OperationsManager TechnologyDevelopment DirectorFood processingGeneral managementRaw material"|['Project development', 'Finished products', 'Sales', 'Food processing', 'General management', 'Raw material']|Project Leader|Not Disclosed||1|M.Tech in Computers
251|Less than 10|30+ days ago|B.Sc in Any Specialization|2 - 7 years|"Job description
Desired Skills:
1. Responsibilities:
o Team Lead would be responsible and involved in developing web applications and challenging web development projects in PHP, MYSQL, Open Source (LAMP) and must be capable of handling projects independently including Complete SDLC process, Team Management, Effective Project delivery
o Will be responsible to Lead the Development efforts for his/her projects and manage his /her team people, process, and technology for ensuring the best architecture, design and development of excellent outputs.
o Would need to set clear expectations for individual team members, measure results and maintain high standards of excellence.
o Responsible for successful planning and follow through aimed at profitable, high quality and timely completion of projects.
o System Study & Requirements Analysis.
o Project Study, Manpower / Cost Estimation, coming up with project plan and Project schedule.
o Technical architecture design and database design
o Customer interaction for clarifications, feedback, approvals and project status updates.
o Mentoring and guiding the team members at various phases of project execution.
o Provide technical training to team members
o Ensure on time delivery, cost & quality commitment.
o Ensure adherence to delivery schedules & quality processes.
o Progress monitoring of projects to ensure on-time delivery
2. Open Source Technologies:- PHP, PHP FRAMEWORK, LAMP / WAMP, MySQL, PostGreSQL, Web Services, E-Commerce, Payment Gateway, CMS, Joomla, OsCom, OOPS, AJAX, XML, API
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Sc in Any Specialization
PG :Post Graduation Not Required
Key Skills
team managementcmsphpweb developmentcustomer interactionhandlingapimanpowermonitoringcost estimation"|['team management', 'cms', 'php', 'web development', 'customer interaction', 'handling', 'api', 'manpower', 'monitoring', 'cost estimation']|PHP (Project/Team Leader)|Not Disclosed||1|Post Graduation Not Required
252|27|30+ days ago|Any Graduate|1 - 2 years|"Job description
  The SEO and PPC / Paid Search Coordinator is responsible for implementing Search Engine Optimisation and Pay Per Click media strategies for clients. The Coordinator can quickly understand, manage, and support initiatives that will contribute to the goals and success of client campaigns. The Coordinator needs to have clarity and good knowledge of SEO PPC concepts. The coordinator will act as a bridge and communicate between the clients and the SEO and PPC teams.

Skills: Excellent communication - both written and verbal and Knowledge of Search Engine Optimisation and Paid Search

Experience Required: 1 to 2 years
  Description:

1.Act as the point of contact and communicate project status between team and client. Day-to-day communication with clients via email and calls.
2.Manage and perform daily account responsibilities associated with Google AdWords, Facebook Ads, and other search platforms for a variety of clients.
3. Maintain and monitor keyword bids, account daily and monthly budget caps, impression share, quality score and other important account metrics.
4. Provide creative copy suggestions and create plans for accounts.
5. Provide recommendations and get strategies executed for keyword opportunities, campaign structuring, targeting, display network, and other facets of paid search in accordance with client goals.
6. Get weekly and monthly client reporting for all major metrics, goals tracking, revenue tracking, and other paid search initiatives generated.
7. Keep pace with search engine and PPC industry trends and developments.
8. Monitor and administer web analytics dashboards, reports and key reporting tools, and point out key areas of importance in accordance with client goals.
9. Monitor and evaluate search results and search performance across the major search channels.
10. Communication to team and management on project development, timelines, and results.
11. Work closely with SEO and PPC team members to meet client goals.
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Project developmentProject CoordinatorPPCWeb analyticsGoogle AdWordsManagementSEOclient reportingReporting toolsSearch engine optimization"|['Project development', 'Project Coordinator', 'PPC', 'Web analytics', 'Google AdWords', 'Management', 'SEO', 'client reporting', 'Reporting tools', 'Search engine optimization']|SEO and PPC Project Coordinator|Not Disclosed||1|Post Graduation Not Required
253|42|30+ days ago|Any Graduate|4 - 6 years|"Job description
An enthusiastic, team-oriented professional is needed to provide project management, research and proposal development support. Excellent communication skills are required for success within the position. The Project Consultant will be involved in data analysis, report writing and preparation, assistance with facilitation and business development activities.
The ideal candidate will have excellent communication and project management skills and be knowledgeable about best practices in economic and workforce development to include: community assessment, workforce development and education strategies, strategic planning, and target industry analysis.

Job responsibilities include, but are not limited to:
Project management to ensure on-time in-budget project completion
Quantitative and qualitative data analysis
Primary and secondary research
Drafting of written reports and preparation of presentations
Maintaining andor developing client relationships
Responding to proposal requests
Contributing to website content

Skills and Ability:
Excellent oral and written communication skills are required
Must be enthusiastic, willing to learn quickly and display a fervent sense of initiative
Efficient project management skills to be applied in a fast-paced, customer-oriented environment
Knowledge of workforce development andor economic development preferred
Attention to detail and ability to balance multiple priorities
Successful experience in marketing and business development
Expertise in document formatting graphic design a plus
Internet research skills via online databases, publications and company websites
Highly skilled in Microsoft Suite including Word, Excel, PowerPoint, Access
RoleOutside Consultant
Industry TypeIT Services & Consulting
Functional AreaMarketing, Advertising, MR, PR, Media Planning
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Data analysisGraphic designingPDFBusiness Development ManagerProject managementInternet researchStrategic planningIndustry analysismicrosoftSecondary research"|['Data analysis', 'Graphic designing', 'PDF', 'Business Development Manager', 'Project management', 'Internet research', 'Strategic planning', 'Industry analysis', 'microsoft', 'Secondary research']|Project Consultant|Not Disclosed||1|Post Graduation Not Required
254|Less than 10|30+ days ago|Any Graduate|3 - 8 years|"Job description
PROJECT LEAD WEB DESIGN & DEVELOPMENT We have urgent requirement for Project Lead with Minimum of 3+ Years Experience.

Responsibilities: Manage schedules, work assignment, status reports, project budgets, scope of work, milestones, risk, change control, allocated resources, etc. Expertise in planning, working with time, and supervising projects. Must be able to adapt to new and changing techniques. Expertise in presentation and the delivery of information to other members of the team. Ability to train other members of the project management team. Qualifications: At least 3+ years of project lead in with a web development firm (other areas of project lead WILL NOT be considered). Have a proven track record as a project lead on medium to large web projects. Ability to demonstrate completed web projects and explain the role played in these projects Have solid technical understanding of the web technologies and solutions behind these projects and strong computer skills. Creativity and ability to think ""outside the box"" Up to date with various web design trends and technology
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
TrainingWeb technologiesProject managementWeb developmentDesign developmentManager TechnologyWeb designingManagementProject LeaderSupervision"|['Training', 'Web technologies', 'Project management', 'Web development', 'Design development', 'Web designing', 'Management', 'Project Leader', 'Supervision']|PROJECT LEAD WEB DESIGN & DEVELOPMENT|Not Disclosed||1|Any Postgraduate
255|Less than 10|30+ days ago|B.Tech/B.E. in Computers|4 - 9 years|"Job description
Coordinate & manage all project lead activities of the company, participate in the development of strategic direction, work in close co-ordination with development team leaders, should be ready to travel. Excellent communication and presentation skills.

You will be working with a team of highly qualified and motivated engineers, building the next generation of our client's web services.

Qualifications:

B. Tech. (or equivalent) with 4 yrs relevant experience or M. Tech. with 3 yrs relevant experience in web production and development.

Solid exp. in Project Leadership with specific examples of projects from start to finish with teams of at least 10 people, working knowledge of tools - ROSE / MS Project / Visio and Rational, proficient in . Net techs. (Frame work, ASP. Net, C#) Leadership quality.

RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :MCA in Computers
Key Skills
b techdevelopmentproject leadernet technologiesvisiopresentation skillsproject leadershipasp net ctraveltools"|['b tech', 'development', 'project leader', 'net technologies', 'visio', 'presentation skills', 'project leadership', 'travel', 'tools']|Project Leader|Not Disclosed||1|MCA in Computers
256|56|30+ days ago|B.Tech/B.E. in Computers|8 - 13 years|"Job description


JOB ROLE

Project Lead

Bangalore

WORK EXPERIENCE

More than 8 years

Roles Responsibilities :

Candidate will be responsible for the overall direction , coordination , execution , and completion of specific projects ensuring consistency with organisation s strategy , commitments and goals .

Will report to Delivery Head and will be part of the Organization s Project Delivery team Professional Services team .

Will be co ordinating with project owners in different geographies and delivering the projects .

Will be given a project team with unconventional pyramid structure to deliver

projects .

Expected Technical Functional Skills :

More than 2 years of exclusive project management / co-ordination experience in Contact center or unified communication or collaboration domain is must .

Must have started the carrier in application development / enhancement thereby understanding the project development specifications for project delivery

Expertise in handling people and interfacing with internal stakeholders / client as part of all the project management activities

Passionate about building high-quality systems with software implementation best practices

Team Management , process management and compliance with quality standards; ensuring project delivery within time , cost and quality specifications .

Must have demonstrated different models of SDLC and Agile methodologies in previous projects handled .

Ability to quickly learn new concepts and software technologies is necessary .

Candidate should be a self-motivated , independent , detail oriented , responsible team-player and leader .

Problem-solving skills are a must .

Exposure to Omni Channel Contact Center concepts in any of the major platforms like AVAYA , GENESYS , CISCO , ASPECT , etc . , will be best fit for the role

Prior experience in writing and presenting HLD and LLD and getting them signed off from respective stake holders .

Expected Professional Skills :

Excellent verbal , written and effective communication skills

Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment

Effective time-management , organizational and prioritization skills

Strong sense of responsibility , accountability and passion about quality of work , desire to learn and take ownership

Prioritize and juggle between multiple projects based on business need

Effectively Communicate with external customers as and when required

Must bring structure to ambiguous / open ended challenging assignments
RoleProject Lead
Industry TypeFilm / Music / Entertainment
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Team managementProject managementQuality systemsAgileApplication developmentProject deliveryciscoSoftware implementationSDLCProcess management"|['Team management', 'Project management', 'Quality systems', 'Agile', 'Application development', 'Project delivery', 'cisco', 'Software implementation', 'SDLC', 'Process management']|Project Lead|Not Disclosed||1|M.Tech in Computers
257|15|30+ days ago|Any Graduate|3 - 5 years|"Job description
Job Overview
We are looking for an experienced Project Coordinator to join our team. You will be responsible for managing the scope and timeline of each project. In addition to this, you should also motivate the development team to help achieve improved customer satisfaction. Besides, you will be training the team members in agile methodologies and frameworks.
Besides facilitating the team members, you should also ensure all deliverables meet quality standards. Your problem-solving skills will help resolve conflicts or project obstacles. In addition to this, you will be organizing sprint planning meetings.
You should own strong analytical skills and hold a positive attitude. Managing deadlines and stressful situations effectively should also be your capabilities. Moreover, you will be required to prepare and present detailed project reports.
If you own excellent leadership skills and can manage these responsibilities, then drop us a line.
Responsibilities
Managing project timelines and scope
Conducting stand-up and retrospective meetings
Developing and organizing sprint planning meetings
Teaching agile frameworks and methodologies to team members
Facilitating improved performance, better creativity, and effective collaboration
Promoting internal communication
Communicating project timelines with the customers
Undertaking any new requests from the clients
Handling backlogs effectively
Resolving conflicts and project obstacles
Offering clients deliverables that match quality standards
Helping the development team achieve higher scrum maturity
Facilitating a positive work environment
Clearing impediments for the scrum team
Coordinating with stakeholders
Identifying and monitoring KPIs, work schedule, and cost performance
Preparing and presenting work reports
Requirements
Bachelor s degree in Information Technology, Computer Science or related field
Previous work experience as a Scrum Master or a similar role in the IT department
Knowledge of scrum methodology and techniques
Familiarity with scrum tools like JIRA
Knowledge of IT industry policies and procedures
Basic understanding of agile frameworks
Excellent leadership skills
Strong oral and written communication skills
Good time management and organizational skills
Ability to make rational and quick decisions
Highly-motivated individual
Ability to work independently
Good analytical skills
Good computer skills
Ability to offer high levels of customer service
Attention to detail and strong research skills
RoleHead/VP/GM-Quality
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Computer scienceAnalytical skillsProject CoordinatorQuality standardsAgileScrumCustomer serviceJIRAInformation technologyMonitoring"|['Computer science', 'Analytical skills', 'Project Coordinator', 'Quality standards', 'Agile', 'Scrum', 'Customer service', 'JIRA', 'Information technology', 'Monitoring']|Project Coordinator|Not Disclosed||1|Any Postgraduate
258|117|30+ days ago|Any Graduate|3 - 4 years|"Job description
  Job Description
    TECHNICAL SKILLS - Able to create and maintain project schedule. - Experience in scheduling and managing a windows 10 deployment project. - Provides project management support to more senior-level team members. - Assists with project scheduling, communications, reporting and data gathering activities. - Assists in monitoring, and generating reports on project progress and project issues - Deployment Planning, Scheduling and tracking - Support any Deployment related escalations with some IT technical background desired - Previous experience with Win O/S upgrade and IT orchestration highly desired -
   CONSULTING SKILLS - Business case analysis (5+ years) - Technical writing whitepapers or findings reports (5+ years) - Excellent oral and written communication skills - Excellent presentation skills - Proven success under aggressive schedules and ambiguous direction - Strong interpersonal, customer orientation, team interaction, analytical and decision making skills - Proven ability to elicit customer requirements, define limits to project scope and develop contract documentation -
Travel: This is a remote position and requires someone who can travel up to 60%. - Degree: Bachelors degree in IT related field or equivalent experience is preferred - Languages: English Nice to Have; (not Required) - Project Lead Experience - Experience in Large Scale Windows 10 Deployment Coordination - Project
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Project CoordinatororchestrationTechnical writingProject managementAnalyticalConsultingDeploymentWindowsBusiness caseMonitoring"|['Project Coordinator', 'orchestration', 'Technical writing', 'Project management', 'Analytical', 'Consulting', 'Deployment', 'Windows', 'Business case', 'Monitoring']|Project Coordinator - Windows Optimized Deployment|Not Disclosed||1|Post Graduation Not Required
259|19|30+ days ago|Any Graduate|11 - 15 years|"Job description
They are looking for someone, who can:
Manage endtoend projects, seating demand capacity, BCP governance, large volume of data, prepare advanced presentations and hence strategic vision and creativity is required
Data visualization expertise in Tableau Power BI to design, coordinate and prepare reports dashboards and implement analytical reporting solutions
Work collaboratively with the line of business, training and work force management to develop the capability roadmap and develop plan to create a learning culture
Collaborate across management and service delivery teams, providing reporting solutions and driving continues improvement initiatives
Ability to deal with multiple projects and deliveries in parallel and manage a broad range of projects and tasks
Assist function head with creating Program status presentations and various report
Embedded Risk Awareness by designing and operating an effective control environment, proactively identifying and raising control deficiencies and driving diligent and sustainable risk remediation.
Support key corporate initiatives such as philanthropy
Deliver or assist in executing all tasks that comes under the remit of COO team.
RoleProgram Manager
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
remediationCooBusiness consultingWorkforce managementProject managementAnalyticaldata visualizationTechnical architectureFinancial servicesProject Management Lead"|['remediation', 'Coo', 'Business consulting', 'Workforce management', 'Project management', 'Analytical', 'data visualization', 'Technical architecture', 'Financial services']|Project Management Lead|Not Disclosed||1|Post Graduation Not Required
260|119|30+ days ago|Any Graduate|1 - 4 years|"Job description
Role:
Coordination with all project staff and ensure smooth flow of information between the team members
Coordination with Mindtree technical support desk for resolving issues/bottlenecks
Provide MIS/analytics support to the Project manager
Ensure office maintenance; administrative record maintenance including bills, Vouchers,assets, stock, and documentation; take care of all logistics and procurements.
Specific Responsibilities:
Coordinating day to day operation of the Office
Maintaining and record keeping of center Assets
Preparing and maintaining MIS updates at regular intervals
Maintaining attendance and log register of staff
Maintaining inventory and purchase record
Handling petty cash and inventory
Desired Competencies:
Strong knowledge of MIS and Computer Skills.
Good typing speed and accuracy.
Ability to multi task and manage people and time.
Ability to handle front desk and people.
Eye for Details and decipher information from data.
Excellent team worker.
Can-do attitude and willingness to use own initiative to solve ground level problems.
Well organised working style with good time management skills.
Willingness to work evenings and weekends occasionally as required by programme.
Ability to collect and process delivery evidence and data in line with key performance indicators for the programme.
Qualification and Experience (essential unless otherwise stated):
Minimum graduation.
Relevant degree or data compiling and reporting.
Experience of administrative and logistic work.
Key Skills : Confindent, Data Entry, Generating Invoice, Maintain Inventory, Maintenance, MIS, Office Administration, Presentable
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Telecom Software
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Project CoordinatorAdministrationOffice administrationLabourMS OfficeTechnical supportAnalyticsInventoryData entryLogistics"|['Project Coordinator', 'Administration', 'Office administration', 'Labour', 'MS Office', 'Technical support', 'Analytics', 'Inventory', 'Data entry', 'Logistics']|Project Coordinator|Not Disclosed||1|Post Graduation Not Required
