|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
10|1524|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Any Specialization|2 - 7 years|"Job description
ROLES AND RESPONSIBILITY
Perform manual and automated Web and Mobile Application Testing.
Good understanding of QMS, STLC, and test strategies.
Should be able to define, develop and implement detailed, comprehensive and well-structured test plans, test cases, test scripts (manual & automated) and test data.
Working knowledge of SQL.
Good working knowledge on Agile methodology and process.
Should have experience in various test development and design methodologies.
Testing all aspects of the product/system like function/component, system, performance, regression and service.
Work with development team to identify and capture test cases, ensure version management.
Setting up of test environments, designing test plans, developing test cases/scenarios/usage cases, and executing these cases.
Providing feedback on usability and serviceability, trace the result to quality risk and report it to concerned people.
Tracking and logging defects during execution.
Ability to create robust/scalable Restful services
Exposure to tools and troubleshooting mobile applications
Familiar with object-oriented development, design patterns with a strong background in web-based development and service-oriented architecture
Exposure and experience in Quality Management Process is a plus
Perform manual and automated Web and Mobile Application Testing.
EDUCATION
15 Years full time education
REQUIRED CERTIFICATION
ISTQB
RELEVANT EXPERIENCE
2 + years of hands-on experience in Manual testing
Raipur (Chhattisgarh) / Pune (Maharashtra) India
COMPENSATION
Best in Industry is not a constraint for a right candidate
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
Manual testingSOATest scriptsAgile methodologySoftware Quality AnalystTest casesTroubleshootingMobile application testingSQL"|['Manual testing', 'SOA', 'Test scripts', 'Agile methodology', 'Software Quality Analyst', 'Test cases', 'Troubleshooting', 'Mobile application testing', 'SQL']|Software Quality Analyst|Not Disclosed|
11|56|1|Post Graduation Not Required|30+ days ago|Any Graduate|5 - 8 years|"Job description
Perform manual and automated testing of web mobile applications to ensure the software meets requirements and is fit for use.
Create, implement, and update maintain test plans according to project details and schedule.
Analyse requirements user stories, system requirements, and design specifications for feasibility and create corresponding test cases.
Write, execute, and update testing scripts to automate test cases.
Conduct test case reviews and ensure best practices are followed.
Communicate testing progress, results, and other relevant information to project team and other stakeholders based on test plans.
Track defects, create, and maintain testing reports.
Coach and mentor software testers assist them with their work.
Participate in planning activities.
Ideally, you should have:
5+ years of hands-on experience in manual/automated testing of mobile apps, web apps, and APIs
Proven experience in creating test data
Strong experience in testing RDBMS databases, especially PostgreSQL, MySQL/MariaDB
Strong experience with Selenium API testing with Postman
Good experience with security testing using ZAP or similar tool
Good experience with load testing using JMeter or similar tool
Domain expertise of eCommerce (preferred)
Strong experience in testing within iterative development methodologies like Agile
Strong documentation, communication, and team collaboration skills.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Load testingRDBMSPostgresqlMySQLAPI TestingAgileSecurity testingSeleniumTest casesTesting"|['Load testing', 'RDBMS', 'Postgresql', 'MySQL', 'API Testing', 'Agile', 'Security testing', 'Selenium', 'Test cases', 'Testing']|Senior Software Tester|Not Disclosed|
12|10|1|Any Postgraduate|30+ days ago|Any Graduate|3 - 5 years|"Job description
Graduate/Post-graduate in Computer Science, Engineering, Mathematics or equivalent
3-5 years experience in developing Desktop applications with special emphasis on 3D visualization
Solid foundation in Object-oriented Programming in C++
Strong problem-solving skills
Excellent written and verbal communication skills in English
Ability to work with the team to deliver quality software in a constantly evolving environment
Legal authorisation to work in India.
Desired Qualifications
Qt
OpenGL
OpenSceneGraph
Shaders/GLSL
Multi-threading
CMake
Subversion/Git.
RoleSoftware Developer
Industry TypePower
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Computer science3DC++GITMultithreadingSubversionOpenglLegalMathematicsObject oriented programming"|['Computer science', '3D', 'C++', 'GIT', 'Multithreading', 'Subversion', 'Opengl', 'Legal', 'Mathematics', 'Object oriented programming']|Software Developer|Not Disclosed|
13|Less than 10|1|Any Postgraduate|30+ days ago|Any Graduate|3 - 4 years|"Job description
Background in programming or computer science/ engineering

C and .NET, java and java framework, java scritp programming experience

C programming experience

Comfortable writing and analysing SQL queries

Critical and analytical thinking

Experience creating SQL queries

Experience with Git and GitHub

Hands-on software troubleshooting experience

iOS programming experience

Knowledge of backend development best practices

Ruby on Rails framework experience

Source control management experience

Thorough understanding of data structures and algorithms

Understand software design patterns

User interface/ user experience

Working knowledge of XML and web services

RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Computer scienceSoftware designBackendgithubGITXMLAnalyticalJavascriptData structuresRuby on rails"|['Computer science', 'Software design', 'Backend', 'github', 'GIT', 'XML', 'Analytical', 'Javascript', 'Data structures', 'Ruby on rails']|Software Developer|Not Disclosed|
14|45|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 5 years|"Job description
MS WINDOWS: Microsoft. Net - C# / VB.Net , ASP. Net, XML, Crystal Reports

DATABASE: MSSQLServer / Oracle / SyBase

LINUX: Java J2EE, Struts, Tomcat Server, Eclipse, MySql / PostgreSql

EMBEDDED SYSTEMS: Willing to travel Overseas.

Experience: 1 - 5 years
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
c#TomcatEclipsePostgresqlmicrosoftvb.netSybasejavaLinuxXMLMySQLStrutsOraclenet"|['c#', 'Tomcat', 'Eclipse', 'Postgresql', 'microsoft', 'vb.net', 'Sybase', 'java', 'Linux', 'XML', 'MySQL', 'Struts', 'Oracle', 'net']|Junior / Senior Software Programmer(s)|Not Disclosed|
15|Less than 10|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 6 years|"Job description

Job Description :

Our company is looking for a talented Magento 2 developer that will be in charge of maintaining our eCommerce website. Your main tasks will be to ensure that the last security patches are installed and that existing functionality continues to work properly.
You will also be in charge of developing new modules and applying any required front-end changes.
Job Responsibilities & Duties :
Develop and manage e-commerce websites, web applications & web sites.
Analyze, design, code, debug, test, document & deploy applications.
Participate in project & deployment planning.
Regularly update our Magento installation
Install security patches
Develop new functionality
Implement front-end changes

Must be a self-starter & be able to work with minimum supervision

Required Job Experience, Skills & Qualification :

Total: 3-6 Years in Industry
Relevant: Minimum 3 Years
Extensive experience of PHP and MySQL.
Exposure on Magento 2, CMS and JavaScript frameworks such as jQuery.
Demonstrable knowledge of XML, XHTML, CSS, Modules i.e. API integration, Payment Gateways, XML with a focus on standards.
Demonstrable source control experience
Two or more published website in E-Commerce.
Strong object-oriented programming knowledge
JavaScript is a must for front-end development
Extensive LESS & CSS knowledge
Magento certification is definitely a plus
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
jQueryFront endXMLMySQLJavascriptCMSpayment gatewaysPHPXHTMLObject oriented programming"|['jQuery', 'Front end', 'XML', 'MySQL', 'Javascript', 'CMS', 'payment gateways', 'PHP', 'XHTML', 'Object oriented programming']|Magento 2 Developer|Not Disclosed|
16|67|1|Any Postgraduate|30+ days ago|Any Graduate|2 - 3 years|"Job description
Skills Required
This candidate have to work on front end as well as back end application development for a variety of web development projects for our clients. You would be having good knowledge of emerging technologies eg, Web 2.0. Your skill should have to be as an all rounder application web developer / back end developer with good skills with front end development, good experience in MS-SQL 2012 and ASP.NET 3.5 and above. Expertise in using Web developments tools such as HTML5, CSS, JavaScript, XML, JQuery and AJAX, ASP.Net, MVC, Web services. Write SQL Queries, Stored Procedures, Triggers and Views using SQL. Asp.Net C#.
XTHML 1.0 strict CSS 3 (for web page layouts)
MS- SQL 2012 or above. Write SQL Queries, Stored Procedures, Triggers and Views using SQL.
ASP.net 3.5 or above
Cross browser code fixing experience
Code Optimization knowledge of W3C standards
OOPs for creating modular and re-usable code
HTML5, CSS, Bootstrap, JavaScript, XML, JQuery and AJAX Web 2.0
Web services
WYSIWYG Editor Implementation
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
MS SQLjQueryFront endXMLWeb developmentJavascriptASP.NetApplication developmentStored proceduresAjax"|['MS SQL', 'jQuery', 'Front end', 'XML', 'Web development', 'Javascript', 'ASP.Net', 'Application development', 'Stored procedures', 'Ajax']|Software Developer - Asp . Net|Not Disclosed|
17|153|1|Post Graduation Not Required|30+ days ago|Any Graduate|1 - 3 years|"Job description
Description: You will work in a team designing developing and implementing features for future products of our company.
Knowledge, experience related skills:
University Degree in software engineering or equivalent qualification is required
Experience in software development
Good knowledge of the following: VB, VB.Net, ASP.Net, SQL
Good knowledge of the following technologies: COM/DCOM, ActiveX, HTML/DHTML
Knowledge of programming patterns or architectural patterns will be considered as positive trait
Fluent English (written)
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Software Developer"|['Software Developer']|Software Developer|Not Disclosed|
18|96|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 6 years|"Job description
We are looking for QA Analyst software tester who can develop test plans, test cases and test scripts for projects, among other assigned duties. Require technical Skills of testing tools, write test plans and test cases, quality management with 1 year. So, Best opportunity Software tester job in Rajkot, Gujarat, India. Freshers and exprianced both able apply for software tester.
Requirements
Clear communicator (written and verbal) to ensure ability to write test plans and test cases. To communicate bugs to developers and other stakeholders.
Creative solving of technical problems to ensure the ability translate technical requirements test plans.
Ability to focus on deadlines and deliverables ensures the ability to find the bad defects and bugs quickly.
Ability to think abstract to ensure ability to not conform to the norm. Norms do not find bugs quickly..
Responsibilities
Review functional and design specifications to ensure full understanding of individual deliverable.
Back end database testing in Microsoft SQL environment including validating stored procs, jobs and triggers.
Identify test requirements from specifications, map test case requirements and design test coverage plan.
Develop, document and maintain functional test cases and other test artifacts like the test data, data validation, harness scripts and automated scripts.
Execute and evaluate manual or automated test cases and report test results.
Ensure that validated deliverable meet functional and design specifications and requirements.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Business processDatabase testingData validationTest scriptsTesting toolsFunctional testingTest casesAnalyticsQuality management"|['Business process', 'Database testing', 'Data validation', 'Test scripts', 'Testing tools', 'Functional testing', 'Test cases', 'Analytics', 'Quality management']|Software Tester|Not Disclosed|
19|28|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 8 years|"Job description
RESPONSIBILITIES:

Builds custom configurations using languages such as Groovy, Yaml, Java.
Collaborates with our development team when troubleshooting, customising requests and creating new configurations.
Develop and maintain code that meets requirements, is high quality, and performs efficiently and effectively to provide a great customer experience
Incorporate standards and best practices, including performance, security, scalability, and maintainability
Contributing to improvements in the software development lifecycle (SDLC) utilizing practices such as test-driven development (TDD),
static code analysis, code reviews, continuous integration, continuous delivery, and automated security scanning.
Resolves technical issues through debugging, research, and investigation.
Maintains an awareness of new technologies and their applicability to improving the framework and business
REQUIRED SKILLS:
Should have hands on experience working with GroovyYaml.
GroovyYaml development: 3 years
Experiencefamiliarity with Java EE, Design Patterns, SpringSpring Boot
Must have excellent communication and presentation skills
Must have strong organizational, problem solving and interpersonal skills
A positive, innovative, energizing, collaborative work style
Must be able to work independently and as part of a team
Good to have Payroll domain experience
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
PayrollInterpersonal skillsPDFTDDDebuggingConsultingSoftware development life cycletest driven developmentTroubleshootingSDLC"|['Payroll', 'Interpersonal skills', 'PDF', 'TDD', 'Debugging', 'Consulting', 'Software development life cycle', 'test driven development', 'Troubleshooting', 'SDLC']|Senior Software Developer|Not Disclosed|
