|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
451|10||Any Postgraduate|7 days ago|Any Graduate|5 - 10 years|"Job description
CONTRACT TO HIRE
Immediate joiners preferred

Exp.: 5+yrs

Roles and Responsibilities
You will work on implementing designs, developing high-quality programs and systems, partnering with our clients to ensure high-quality deliverables.
You will create technical artifacts and be the first point of contact in responding to production issues and conducting any technical analysis to arrive at solutions
You will share your learnings from projects through knowledge management initiatives and leverage knowledge from other projects to drive high efficiency and effectiveness
You will be a key contributor to building efficient programs/systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!

Desired Candidate Profile
At least a total of  5+ years of hands-on experience in Core Java Development
Hands-on Experience in Spring Framework and developing web services
Experience in developing web applications (Angular or other front-end applications)
Experience in agile/scrum & waterfall methodology of SDLC

Perks and Benefits

Best in the industry

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
JavaSpring FrameworkAngular
Front EndKnowledge ManagementTechnical AnalysisAgilefull stackWeb ApplicationDigital Transformation
Skills highlighted with ‘‘ are preferred keyskills"|['Java', 'Spring Framework', 'Front End', 'Knowledge Management', 'Technical Analysis', 'Agile', 'Web Application', 'Digital Transformation']|Senior Developer|Not Disclosed|
452|10|||30+ days ago|Any Graduate|3 - 8 years|"Job description
Required qualifications to be successful in this role
3-6 years experience working with ERP systems, deep understanding of ERP operations and best practices
Experience with NetSuite
Strong technical background preferred, experience reconfiguring, customizing (with scripts if needed), debugging, testing, and rolling out changes to systems
Must be able to troubleshoot issues and resolve.
Knowledge of Webservices – REST and SOAP
Authentication and connectivity of Webservices
How to invoke webservices from Netsuite using SuiteScripts
Experience with API based integrations or Jitterbit is a plus
Knowledge on tools like Postman/SOAPUI etc.

Technologies required:/ Selected Skills
Experience with Netsuite ERP
Experience with JavaScript is a plus
Experience with API based integrations or Jitterbit is a plus

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
RestSOAP UINetsuiteJavascriptWeb Services"|['Rest', 'SOAP UI', 'Netsuite', 'Javascript', 'Web Services']|NetSuite Developer|Not Disclosed|
453|65||MCA in Computers|30+ days ago|B.Tech/B.E. in Computers, BCA in Computers|3 - 5 years|"Job description
Roles and Responsibilities

3-5 years of experience in Oracle SQL, PL/SQL development
Hands-on development experience in writing Oracle queries, stored procedures, packages that are fine-tuning to be of good performance and handle high volume.
Write optimized Queries or Packages that can handle high volume and performance
Experience in Query fine-tuning (not database tuning) for writing optimized code, Unix
Experience in financial industry is a plus.
Experience with agile delivery and adhering to SDLC processes is required


RoleSoftware Developer
Industry TypeSoftware Product
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers, BCA in Computers
PG :MCA in Computers
Key Skills
UnixOracle SQLStored ProceduresSQL DevelopmentPLSQLPL"|['Unix', 'Oracle SQL', 'Stored Procedures', 'SQL Development', 'PLSQL', 'PL']|PL/SQL Developer (NP: Immediate - 20 days)|₹ 50,000 - 1,25,000 P.A.|
454|Less than 10||MCA in Computers|30+ days ago|B.Tech/B.E. in Computers, BCA in Computers|3 - 6 years|"Job description
Roles and Responsibilities

Experience Java/J2EE Development with React.Js
Experience in Front End Experience (React.JS is Mandatory)
Experience working with SQL databases like PostgreSQL, Oracle, MySQL, Unix.
Experience in financial industry is a plus.
Experience with agile delivery and adhering to SDLC processes is required.
NOTICE PERIOD: Immediate - 1 Month



RoleSoftware Developer
Industry TypeSoftware Product
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers, BCA in Computers
PG :MCA in Computers
Key Skills
JavaJ2EeReact.Js"|['Java', 'J2Ee', 'React.Js']|Java Full Stack Developer (NP: Immediate - 1 Month)|Not Disclosed|
455|Less than 10||MCA in Computers|30+ days ago|B.Tech/B.E. in Computers, BCA in Computers|3 - 6 years|"Job description
Roles and Responsibilities

Experience Java/J2EE Development
Experience working with SQL databases like PostgreSQL, Oracle, MySQL, Unix.
Experience in financial industry is a plus.
Experience with agile delivery and adhering to SDLC processes is required.

NOTICE PERIOD: Immediate - 1 Month



RoleSoftware Developer
Industry TypeSoftware Product
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers, BCA in Computers
PG :MCA in Computers
Key Skills
Java Developer"|[]|Java Developer (NOTICE PERIOD: Immediate - 1 Month)|Not Disclosed|
456|49|5||30+ days ago|Any Graduate|3 - 6 years|"Job description
Roles and Responsibilities 
Experience on Automation Testing - Selenium , Java programming, SQL
Looking for immediate joiners.
Client : MNC under payroll of Samartha
Suitable can share profiles to nandini.p@samarthainfo.com
Desired Candidate Profile 

Perks and Benefits 

RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Java programmingSelenium Testing
Skills highlighted with ‘‘ are preferred keyskills"|['Selenium Testing']|Selenium Automation Testing|₹ 5,50,000 - 12,00,000 P.A.|
457|71|||30+ days ago|Any Graduate|3 - 7 years|"Job description
Big Data(Hive, Spark, Impala, MapReduce, pyspark), SQL
- Solid understanding of End to End data warehousing systems from Data modelling to Reporting
- Excellent hands-on experience with Bigdata, Informatica.
- Hands-on experience on at least one of the Scripting languages
- Solid experience in writing SQL queries
if intersted please share your updated cv to divyashee.p@cgi.com
Experience:

Notice Period : 0- 30 Days
Location: Bangalore / Hyderabad / Chennai / Pune






RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Big Data
PysparkHiveSparkPython
Skills highlighted with ‘‘ are preferred keyskills"|['Big Data', 'Hive', 'Spark', 'Python']|CGI is Hiring For Big Data Developer|Not Disclosed|
458|Less than 10|||30+ days ago|Any Graduate|11 - 16 years|"Job description

Hello,
Greetings from Infovision Labs !!

This is with reference to your profile. We have a suitable opportunity for you. The details are as below:
Incase this requirement does not match your profile requesting you to share references who would be interested in taking up this opportunity. Appreciate all the help in advance.

Looking for 11+ years of experience
Below are mandates skills looking for:
Salesforce Lead
Team handling experience

Job Location - Pune (Hinjewadi) and Hyderabad
Years of Experience - 11+yrs
Notice Period: Immediate to Max 30 days Official Notice Period will work only
If the opportunity interests you Please revert with the following details:
Total Exp :
Relevant Exp in (Mandatory skill) :
Current Location :
Contact Number :
Current CTC :
Expected CTC :
Notice Period :
Reason for job change :
Please suggest references if any incase you do not match or are not interested in this opportunity for now !!
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
LightningTriggersApexSalesforce"|['Triggers', 'Apex', 'Salesforce']|Excellent opportunity For Salesforce Lead_Pune/Hyderabad|Not Disclosed|
459|100|||30+ days ago|Any Graduate|1 - 3 years|"Job description
Position Description
Works independently under limited supervision and applies knowledge of subject matter in Applications Development. Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization to develop simple applications solutions. Second level professional with direct impact on results and outcome
Your future duties and responsibilities
Job Duties and Responsibilities
• Consult with project sponsors regarding information flow and content including the facilitation of information gathering sessions
• Work with a Business Analyst and/or users to understand requirements
• Knowledge of database and development methodology, principles, and procedures is expected
• Utilization of software and techniques in the analysis and interpretation of complex data sets is expected
• Design and produce comprehensive computerized data queries and reports
• Consistently honors promise and commitments and takes responsibility for own actions, words, and work
• Able to work with diverse individuals/teams/customers. Able to interact and work with others as part of a team.
• Takes the lead to get complex issues resolved. May require assistance for more difficult issues
• Ability to work within a changing environment
• Good organizational and written/verbal communication skills
• Good presentation skills
• Positive attitude and team focus are required
Required qualifications to be successful in this role
Primary Skills :
• 1-3 years of Strong .Net Development skills
• Experience in C#, MVC,SQL.
Notice period maximum 0 to 15 days

If Interested Share your updated CV to swetha.arasu@cgi.com
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
.Net"|['.Net']|CGI Hiring .NET developers in Bangalore/Hyderabad/Chennai/Pune|Not Disclosed|
460|139||Post Graduation Not Required, Any Postgraduate|3 days ago|Graduation Not Required, Any Graduate|3 - 5 years|"Job description
Managing Payroll of off-role employees.
Salary Processing of employees & all payroll related inputs.
PT, PF, Notice Recovery, Advance Recovery, Loan Recovery, Income Tax.
Checking Investment supports at the time of F&F to give TAX benefit to employee

Required Candidate profile
Indian payroll experience is must
Experience of 3 to 5 years
RolePayroll Executive
Industry TypeIT Services & Consulting
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
UG :Graduation Not Required, Any Graduate
PG :Post Graduation Not Required, Any Postgraduate
Doctorate :Doctorate Not Required, Any Doctorate
Key Skills
statutory complianceTDS CalculationESICBonuspayroll compensationLeave ManagementTax CalculationCompliance ReportingPayrollEPFESITaxationSalary Processingpayroll benefitsPayroll Processing"|['statutory compliance', 'TDS Calculation', 'ESIC', 'Bonus', 'payroll compensation', 'Leave Management', 'Tax Calculation', 'Payroll', 'EPF', 'ESI', 'Taxation', 'Salary Processing', 'Payroll Processing']|"Sr. Payroll (Indian Payroll-Outsourcing preferred) | Navi Mumbai"|₹ 4,50,000 - 6,00,000 P.A.|Doctorate Not Required, Any Doctorate
461|785|1||1 day ago|Any Graduate|12 - 18 years|"Job description
Designation: Technical Architect
Job Location : Navi Mumbai

Prefer candidates with 30-45 days notice period
We are ready to buyout notice period if negotiable

Role:
Key responsibility:
Responsible for producing code with highest quality
Build capability as per high level design and as per the guidelines
Guide development team to build on top of platform capability
Help in design and review the work done by development team
To design and build reusable code components that can be leveraged by multiple product teams

Qualifications
12+ Years in software development experience, 2+ Years in Azure Cloud Development
Proficiency in following languages: .Net C# (core), Angular, JavaScript, - Strong experience in Azure ADB2C Implementation
Familiarity with Identity Framework like OAuth 2 and OpenID Connect (OIDC)
Experience working with Azure Web App, Entity Framework, Azure SQL, Storage Account, Service
Experience with design patterns, and relational databases
Proven Cloud Web development experience
Proven experience in design of RESTful APIs
Strong communication skills, able to sustain conversations with business stakeholders, application and infrastructure architects and developers
Should be able to draw and document the designs
Experience working with Agile teams (Scrum methodology)
Experience in the following areas is desirable: Microservices Architecture, API-First approach & API Management
RoleTechnical Architect
Industry TypeAnalytics / KPO / Research
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
AzureCloud ComputingTechnical Architecture
C#Software DevelopmentWeb TechnologiesJavascript.NetEntity FrameworkWeb DevelopmentAngularSQL
Skills highlighted with ‘‘ are preferred keyskills"|['Azure', 'Cloud Computing', 'Technical Architecture', 'C#', 'Software Development', 'Web Technologies', 'Javascript', '.Net', 'Entity Framework', 'Web Development', 'SQL']|.Net Technical Architect, Navi Mumbai|Not Disclosed|
462|25|1|M.Tech in Computers|30+ days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Server Admin L2 (linux/ Windows)

- Note: Communication Skill Should Be Good.

- Work Location: Crisil House, Central Avenue, Hiranandani Business Park, Powai, Mumbai - 400076

-- Night Shift Will Be On-demand Basis and Transport to Provide Between 12 am to 6 am Only. Otherwise the Same Can Be Reimbursed.

jd:

1. Maintain Dhcp / Dns Configuration

2. Configure and Maintain Group Policies

3. Active Directory Support

4. Windows Os Troubleshooting & Restoration of Server Operating System in the Event of a Crash

5. Creating New File Systems and Correcting File System Inconsistencies as and When Required

6. Maintenance of Acl.

7. Execute Data Backup and Restoration.

8. Perform Periodic System Performance Tuning Changing the System Configuration Parameters and Re-organizing the Disk Space Post Approval Through Change Management Process.

9. Escalating Unresolved Problems to the Principal / Vendor for Ensuring Resolution

10. Iprovide L1 Support for Citrix Xen App Application

20. Management of Existing Storage Infrastructure.

21. Creating, Modifying, Deleting Vm

22.cpu & Memory Resource Allocation to Vm

23.troubleshooting Issues with Virtualization Host Servers & Vm.

24.migration of Vm from One Host to Another.

25.template Creation & Cloning of Vms

26.hardware /virtualization Oem Vendor Co-ordination

27.vm Performance Tuning & Virtualization Host Patch Management

28.p2v -physical to Vm Conversion

29.vm Snapshot Management

skill Set:

1. 5-6 Years of Experience

2. Knowledge of Windows Server 2012, 2008,

3. Having Working Experience Virtualisation Technologies like Vmare and Hyper V

4. Certification On Windows is Must, Vm Ware Certification is Preferable.

5. Sound Understanding of Backup Process, System Monitoring, Performance Tuning, Disaster Recovery, and Scripting/automation for Windows Based Os

6. Hand-on Experience of Dns, Dhcp, Active Directory

RoleSystem Administrator
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Patch managementPerformance tuningChange managementAutomationWindows OSDisaster recoveryActive directoryTroubleshootingVMSDHCP"|['Patch management', 'Performance tuning', 'Change management', 'Automation', 'Windows OS', 'Disaster recovery', 'Active directory', 'Troubleshooting', 'VMS', 'DHCP']|Hiring For Server Admin Linux/window For Powai Mumbai|Not Disclosed|
463|27|||30+ days ago|B.Tech/B.E. in Any Specialization|1 - 3 years|"Job description
What makes you a great fit :
Strong proficiency with JavaScript
Knowledge of Node.js and frameworks available for it
Good understanding of server-side templating languages
Basic understanding of front-end technologies, such as HTML5, and CSS3
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Understanding fundamental design principles behind a scalable application
Implementing automated testing platforms and unit tests
RoleSoftware Developer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
GITHTML5JavaScriptNode.JsCSS3"|['GIT', 'HTML5', 'JavaScript', 'Node.Js', 'CSS3']|Software Engineer|₹ 8,00,000 - 10,00,000 P.A.|
464|Less than 10|||30+ days ago|B.Tech/B.E. in Any Specialization|2 - 6 years|"Job description
Roles and Responsibilities:
installing and configuring computer networks and systems
identifying and solving any problems that arise with computer networks and systems
consulting with clients to specify system requirements and design solutions
budgeting for equipment and assembly costs
assembling new systems
maintaining existing software and hardware and upgrading any that have become obsolete
monitoring computer networks and systems to identify how performance can be improved
working with IT support personnel
providing network administration and support


Desired Candidate Profile


Perks and Benefits


RoleOutside Technical Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
Computer NetworkingConfiguringNetwork Administration"|['Computer Networking', 'Configuring', 'Network Administration']|Opening For Network Admin|Not Disclosed|
465|Less than 10|||30+ days ago|B.Tech/B.E. in Any Specialization|8 - 10 years|"Job description
Roles and Responsibilities
A Good understanding of the zOS and experience in DB2, IMS DB2 • Action of DB2 (Table) Changes • Monitor storage usage • Monitor performance • Upgrade DB2 softwa






RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
Db2IMSMainframes"|['Db2', 'IMS', 'Mainframes']|Mainframe Administrator & DBA|Not Disclosed|
466|148|2||30+ days ago|Any Graduate|1 - 6 years|"Job description
-Work Experience as Front office Executive / Receptionist / Admin / Personal secretary
Contact Number - HR : 044-61252537 / 044-61252540
-Managing Incoming/ Outgoing Calls
-Cafeteria Management
-Housekeeping Management
-Candidates with decent communication skill in English
-Immediate joiners are preferred

Experience : 01-08 or More Years
Age Limit : Upto 30 (Mandatory)
Location : Guindy
RoleReceptionist
Industry TypeFacility Management Services
Functional AreaExecutive Assistant, Front Office, Data Entry
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :Any Graduate
Key Skills
AdministrationFront OfficeReceptionist ActivitiesSecretarial ActivitiesHR"|['Administration', 'Front Office', 'Receptionist Activities', 'Secretarial Activities', 'HR']|Front Office Receptionist / Admin|Not Disclosed|
467|Less than 10|1|Any Postgraduate|30+ days ago|B.Tech/B.E. in Any Specialization|11 - 15 years|"Job description
This role is to develop and support the company Engineering applications, working within a team of software engineers as part of a wider development organization. The company products technology stack includes the proprietory Dabacon database with code written in a variety of languages, almost all work for this role expected to be in C#.
It is the responsibility of the Senior Software Engineer to ensure that the design, development and maintenance of the software achieves the optimal level of technical capability always striving to support the overall aim of the company products to be best in class.
Reporting directly to the Team Lead the successful candidate will work within Agile Scrum teams including software developers, engineers, testers, and other specialists, often distributed across multiple locations. There are no direct reports to this post. Some travel may be expected but is likely to be infrequent and short in duration.
Principal Accountabilities:
The Senior Software Engineer is responsible for the creation and maintenance of software components required for the company product range.
Key Responsibilities include to:
Create designs for new features and ensure approval by appropriate review authorities
Develop and deliver features to agreed user stories such that testers can verify functionality
Adhere to all necessary quality and acceptance criteria
Provide prototypes as proof of concept for demonstration where appropriate
Support developments with suitable tests including unit, system and regression tests
Provide detailed task breakdowns and estimates upon request
Raise technical issues to the Team Lead and Scrum team colleagues as appropriate
Deliver in line with budget, time and resource constraints
Adhere to agreed working processes
Ensure all code is fully reviewed; initiate, participate and comment in review sessions
Respond in a timely manner to customer-encountered problems.
RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Key Skills
Application engineeringAgile scrumDesign developmentManager TechnologyDatabaseScrumTechnical StaffBudgetingPrincipal"|['Application engineering', 'Design development', 'Database', 'Scrum', 'Budgeting']|R&D Senior Member of Technical Staff, Product Development|Not Disclosed|
468|386|3|MBA/PGDM|13 days ago|B.U.M.S in Any Specialization, BHMS in Any Specialization, BAMS in Any Specialization, BDS in Any Specialization|5 - 7 years|"Job description
Drafting & Impleting effective measures/Policies
Liaison function & Regulator requirement
Ensure timely submission of Inurance bills & Credit
Increase surgical load & Pharma Revenue
Convert footfalls to IP/OP
Achieve target assigned
JD Continued...

Required Candidate profile
MHA (Master in Hospital Administration)/BAMS/BHMS/BDS.. Graduates with
5+ years of Experience,
Capable of Overall Hospital Admin'n/Mgmt,
Maintain gud Public & Doctors relation
RoleAdministration Services/Medical Facilities
Industry TypeMedical Services / Hospital
Functional AreaMedical, Healthcare, R&D, Pharmaceuticals, Biotechnology
Employment TypeFull Time, Permanent
Role CategoryMedical Professional
Education
UG :B.U.M.S in Any Specialization, BHMS in Any Specialization, BAMS in Any Specialization, BDS in Any Specialization
PG :MBA/PGDM
Key Skills
#HospitalHealth Care ServicesHospital FinancialsHospital AdministrationPolicy MakingHospital Management#HealthcareBusiness UnderstandingP/L Knowledge"|['Health Care Services', 'Hospital Administration', 'Policy Making', 'Hospital Management', 'Business Understanding']|Center Head / Hospital Administrator (MHA / BAMS / BHMS . .)|₹ 6,00,000 - 8,50,000 P.A.|
469|2700|4||1 day ago|Any Graduate|6 - 11 years|"Job description
Designation : Technical lead
Job Location : Airoli, Navi Mumbai / Sakinaka
Shift : 12pm-9pm

Candidate should be open to work from office as per business need

Skill Sets required :
6-10 years development experience using Microsoft technologies with team handling exposure
• 4+ years in C#,VB.net, ASP.NET, NET Framework 4.x, Visual Studio 2012, Jquery, Javascript and HTML design.
• Angular.js
• Cloud based deployment/development
• SQLServer, Windows Server
• Proven track record of designing scalable, distributed software applications.
• Object-oriented design experience
• Good Interpersonal and Communication skills to effectively interface with External and Internal Clients and other teams

Candidate who can join within 30-45 days can apply for the role .

Interested candidate can mail me their profile along with the following details on anandi.bandekar@gebbs.com
Exp:
Current ctc:
Expectation:
Notice Period :
Current Location:
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
AngularjsREST API.Net
C#WEB APIVB.NETHTMLSQL ServerVisual StudioJQueryJavascriptASP.NetNet
Skills highlighted with ‘‘ are preferred keyskills"|['Angularjs', '.Net', 'C#', 'VB.NET', 'HTML', 'SQL Server', 'Visual Studio', 'JQuery', 'Javascript', 'ASP.Net', 'Net']|.NET / .NET Core Technical Lead ,Airoli / Sakinaka|Not Disclosed|
470|93|1|M.Tech in Computers|30+ days ago|B.Tech/B.E. in Computers|2 - 7 years|"Job description
Additional Requirements - Administer network workstations, utilizing UNIX- based or non- UNIX based operating systems. - Evaluate and/ or recommend purchases of computers, network hardware, peripheral equipment, and software. - Investigate user problems, identify their source, determine possible solutions, test and implement solutions. - Install, configure, and maintain personal computers, file servers, ethernet networks, network cabling and related equipment.

RoleNetwork Administrator
Industry TypeIT Services & Consulting
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
UnixHardware networkingNetworkingOperating systemsEthernetNetwork AdministratorHardwareTesting"|['Unix', 'Hardware networking', 'Networking', 'Operating systems', 'Ethernet', 'Network Administrator', 'Hardware', 'Testing']|Network Administrator|Not Disclosed|
471|20|1|M.Tech in Computers|30+ days ago|B.Tech/B.E. in Computers|2 - 7 years|"Job description
Best in Industry Additional requirements - Design and document database architecture. Data Modeling. - Build database scheme, tables, procedures and permissions. - Develop database utilities and automated reporting. - Restore and recover corrupted databases.

RoleDBA
Industry TypeIT Services & Consulting
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Database architectureData modelingDatabase managementDatabase Administrator"|['Database architecture', 'Data modeling', 'Database management', 'Database Administrator']|Database Administrator|Not Disclosed|
472|147|1|MCA in Computers|30+ days ago|B.Tech/B.E. in Computers|2 - 3 years|"Job description
Cake PHP Core PHP, Cake PHP MySQL, XML, Javascript, Jquery, Ajax, Json, Web Services, Bootstrap. Preference would be given to those candidates having the following skills Integration with TALLY (2 way) Oracle Angular JS or NodeJS Experience : 1 to 3 yearsQualification : B.E./ B.Tech/ MCA (B.E/ B.Tech preferred)
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :MCA in Computers
Key Skills
TallyJSONmcajQueryWeb serviceswebXMLMySQLphpCakePHPOracleCore PHPAjax"|['Tally', 'JSON', 'mca', 'jQuery', 'Web services', 'web', 'XML', 'MySQL', 'php', 'CakePHP', 'Oracle', 'Core PHP', 'Ajax']|Hospital Administrator|Not Disclosed|
473|93|1|Any Postgraduate|30+ days ago|Any Graduate|2 - 6 years|"Job description
Academics: Bachelor or Master s degree in IT or relevant fields
Skills: MS SQL, back up, performance tuning and mirroring, good communication and interpersonal skills
What is expected from you in this role
Installing, configuring and Securing Microsoft SQL Server as per Microsoft Best Practices Implementation.
Experienced working on Amazon AWS and RDS.
Query tuning will be an added advantage.
Backup Strategies Implementation.
Microsoft SQL Server Capacity Planning.
Knowledge and Working Experience on Best Practices Implementation on Server Settings
Excellent Problem-solving skills
Industry/vendor certification preferred
RoleDBA
Industry TypeInternet
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Power housePerformance tuningMS SQLInterpersonal skillsqueryPackagingVendorDatabase AdministratorAWSCapacity planning"|['Power house', 'Performance tuning', 'MS SQL', 'Interpersonal skills', 'query', 'Packaging', 'Vendor', 'Database Administrator', 'AWS', 'Capacity planning']|Database Administrator|Not Disclosed|
474|177|1|Any Postgraduate|30+ days ago|Any Graduate|5 - 9 years|"Job description
Key Responsibilities :
Able to work independently and triage any issues
Ability to communicate and work as a team
Should have experience working in Production Env
Technical Experience :
Must have Weblogic Admin Experience
Must have worked in Production Env and able to triage issues and resolve issues independently,

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Business processOracle fusion middlewareWeblogic Administratorfusion middleware administration"|['Business process', 'Oracle fusion middleware', 'Weblogic Administrator', 'fusion middleware administration']|Oracle Fusion Middleware Administration|Not Disclosed|
475|115|1|Any Postgraduate|30+ days ago|Any Graduate|3 - 6 years|"Job description
Responsibilities
Manage client payment process by performing necessary procedures to create funding report (Disbursement Document in CFM and Document Register in Channel Builder) 
Responsible for all regular fund transactions (accrual loads), including balance reconciliation for an assigned set of clients
Maintain bank account ledgers prepare back for bank account reconciliations for applicable assigned accounts 
Work closely with the assigned client teams to communicate and coordinate all remaining aspects of the payment process that the client team performs including claim QC, duplicate check, funding requests, etc.
Create payment process and financial reports as needed
Responsible for adherence to/and passing of SOC I audit for applicable functions related to payment and fund processes as assigned
Maintaining and updating SOPs for all responsible processes for assigned client accounts
Cross-train and act as back-up, as needed, for other client accounts that are not assigned
If applicable, perform necessary procedures to provide vendor payment and reconciliation reporting (for online store)
Identify process enhancements and with manager approval, write specs for IT estimate, and manage estimate process 
Enter maintenance fix jobs perform testing
In-depth knowledge of Brandmuscle’s proprietary systems, mainly MediaLink, especially table knowledge for assigned client accounts
Troubleshoot and research issues using reports, queries, and quality checkpoints
Must maintain service levels?for assigned processes as defined by each client account 
Various other duties as required 
Requirements
Bachelor's degree preferred
Technical aptitude, strong PC, and application skills
Strong communication skills 
Analytical, detailed-oriented, and problem-solving skills
Ability to manage multiple projects and processes simultaneously 
Ability to manage and work with various people at all levels 
Must be able to work in a fast-paced environment
RoleAccounts Executive/Accountant
Industry TypeIT Services & Consulting
Functional AreaAccounts, Finance, Tax, Company Secretary, Audit
Employment TypeFull Time, Permanent
Role CategoryAccounts
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
AdministrationPayment processingAudit complianceManagementFinancial services"|['Administration', 'Payment processing', 'Audit compliance', 'Management', 'Financial services']|Financial Services Administrator|Not Disclosed|
