|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
10|111|1|MCA in Computers, MBA/PGDM in Marketing, MS/M.Sc(Science) in Chemistry|30+ days ago|B.Sc in Chemistry, B.Tech/B.E. in Any Specialization, BCA in Computers|6 - 11 years|"Job description
Qualification : MBA, MCA, BCA, MSc IT, BSc IT, BE, B.E (Comp.) or equivalent
Experience : 6+ yrs exp in managing the project
Mandatory Skills
Excellent client-facing and internal communication skills
Excellent written and verbal communication skills
Advanced level of proficiency for the English language
Solid organizational skills including attention to detail and multitasking skills
Strong analytical and problem-solving skills
Good To Have
Knowledge of Design Patterns
MS BI SSAS/SSIS/SSRS or MS Dynamics 365
Roles & Responsibilities
Preparing Client proposals
Coordinate internal resources for the flawless execution of projects
Provide any training that team members need
Developing an in-depth understanding of project scope and particulars
Ensure that all projects are delivered on-time and within the scope
Track and analyze projects performance and report about any possible or current blockers, risks overflows, deficits
Collect management requirements and transform it into projects pipeline
Based on the provided scope and requirements translate them into tasks, schedule and assign tasks
Make sure that clients needs are met as projects evolve
Work with team on project work to keep a project going according to schedule
Communicate to the management changes to the project schedule
Review & ratings of the team members
Report and escalate to project managers and business leaders when requested
Complete end-to-end project management - i.e. from Requirement Gathering till delivery
Create and maintain comprehensive project documentation
Personal Attributes
Good analytical and communication skills
Well behaved & disciplined
Attention to details
Patient and persistent
Assertive
Quick learner
Good in client interaction
Ready to take up new challenges
RoleCivil Engineer-Highway/Roadway
Industry TypeIT Services & Consulting
Functional AreaSite Engineering, Project Management
Employment TypeFull Time, Permanent
Role CategorySite Engineering
Education
UG :B.Sc in Chemistry, B.Tech/B.E. in Any Specialization, BCA in Computers
PG :MCA in Computers, MBA/PGDM in Marketing, MS/M.Sc(Science) in Chemistry
Key Skills
TrainingProject CoordinatorProject documentationProject managementAnalyticalSSRSProject schedulingClient interactionMicrosoft DynamicsSSIS"|['Training', 'Project Coordinator', 'Project documentation', 'Project management', 'Analytical', 'SSRS', 'Project scheduling', 'Client interaction', 'Microsoft Dynamics', 'SSIS']|Project Coordinator|Not Disclosed|
11|Less than 10|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|3 - 4 years|"Job description
Required Experience, Skills and Qualifications:

The candidate may or may not have practical knowledge but will need to undergo rigorous test for various functionalities etc. before getting on board
Those looking for internships in PHP Language as a part of education can apply.
Only those willing to join the company after the training and work for long term need apply.
Above average score and a commendable academic record is a mandatory requirement. Good attitude and aptitude are also desirable.
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Junior developers or Project Trainees"|[]|Junior developers or Project Trainees|Not Disclosed|
12|11|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 5 years|"Job description


Coordinate & manage all project lead activities of the company, participate in the development of strategic direction, work in close co- ordination with development team leaders, should be ready to travel. Excellent communication and presentation skills.

You will be working with a team of highly qualified and motivated engineers, building the next generation of our client's web services.

Qualifications:

B.Tech. (or equivalent) with 4 yrs relevant experience or M.Tech. with 3 yrs relevant experience in web production and development.

Solid exp. in Project Leadership with specific examples of projects from start to finish with teams of at least 10 people, working knowledge of tools - ROSE / MS Project / Visio and Rational, proficient in .Net techs. (Frame work, ASP.Net, C#) Leadership quality.
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
presentationdevelopmentproject leadernet technologiesvisioproject leadproject leadershipasp net c"|['presentation', 'development', 'project leader', 'net technologies', 'visio', 'project lead', 'project leadership']|Project Leader|Not Disclosed|
13|Less than 10|1|Any Postgraduate, MCA in Computers|30+ days ago|B.Tech/B.E. in Computers|3 - 8 years|"Job description
Responsibility


Ensuring that software products / deliverables from CR2 are delivered on time and of the agreed quality.

Working as part of the global project delivery team in planning and managing multiple projects (work breakdown, cost estimation and control, risk management, issue management, resource allocation etc)

Assist in the Recruitment, Training and retention of staff.

Driving performance, efficiency, process and quality improvements throughout the organisation

Reporting and communicating project status to the Software managers

Developing Software Specifications and Acceptance criteria.

Leading and Participating in design reviews

Liaising with 3rd parties and suppliers


Must


Proactive and influential communication style.

Strategic solution based problem solving skills.

Confidence.

Persistence in follow up.

Focus.


Wants


3 Years relevant experience in the Industry

Masters in Computer Applications

Microsoft Certified Professional

Atleast 1 year of hands- on software development experience in .Net



RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Any Postgraduate, MCA in Computers
Key Skills
risk managementsoftware developmentresource allocationliaisingsoftwareproject deliveryproactivecost estimation"|['risk management', 'software development', 'resource allocation', 'liaising', 'software', 'project delivery', 'cost estimation']|Project Leader|Not Disclosed|
14|226|1|M.Tech in Computers|30+ days ago|B.Tech/B.E. in Computers|2 - 6 years|"Job description


Excellent command over reading, writing & verbal English communication

Advance MS office Skill.

Ability to prioritize and manage multiple tasks (metrics)

Strong organizational, interpersonal & analytical skills are required.

Cultural awareness required.

Ability to work independently and meet deadlines under pressure.

Interest in new technologies and new tools.

Schedule flexibility to accommodate project deadlines.

Experience in the localization industry is a plus.

Knowledge of any Indian/foreign language skills will be an added advantage.

Accurate production of deliverables as per customer specification, on time and within budget.

Coordination with Translators & Project Managers for successful execution of translation projects.

To work on Translation related CAT tools.

Track project progress in terms of time, quality, and cost.

The management of multiple localization projects in a fast-paced environment.

Managing project finances, including budgeting.

Establishing and maintaining excellent relationships with translators and proof readers globally.

Compliance with relevant and applicable procedures.

Collaborate with teams to create, implement and maintain appropriate client- or project-specific procedures, solutions, checklists and instructions.

Resolve questions and issues in a timely and effective manner for translators and internal teams.

Manage the timely flow of all localization project actions from initiation to delivery, ensuring that projects meet quality, turn-around time and budget expectations.

Daily Project update to Project Manager.

RoleProject Manager-IT/Software
Industry TypeBPO / Call Centre
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProject Management
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Analytical skillsProject CoordinatorTranslationComplianceProject managementBudgetingManagementMS OfficeCostBusiness Executive"|['Analytical skills', 'Project Coordinator', 'Translation', 'Compliance', 'Project management', 'Budgeting', 'Management', 'MS Office', 'Cost', 'Business Executive']|Localization Project Coordinator|Not Disclosed|
15|148|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Any Specialization|11 - 15 years|"Job description
Provide the team with a vision of the project objectives
Responsible for finalizing and documenting requirements from the customer
Implementing high-level requirements and producing robust solutions, within predefined timelines, and scope limitations
Spearhead and Co-ordinate development activity required for the Project (Automation scripts, Tool development, etc)
Ensure Quality with on-time delivery of agreed deliverable
Assure that the team addresses all relevant issues within the specifications and various standards
Escalate issues that cannot be resolved by the team
Coordinate with customers as necessary, which includes participation in customer calls in US time zones (varied zones)
Coordinate the review, presentation and release of design, analysis and other documentation
Update sprint tracker with accurate information to identify the risk and issues proactively at the sprint level
Provide status reporting of team activities against the program plan or schedule
Participate in customer support processes
Should be willing to work with overlap time of few hours with US customers in any US time zone
Should have the acumen to constantly look out for bringing in new tools / better processes and methods for project execution and management.
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
AutomationHead Project ManagementProductionCustomer supportDelivery HeadManagementDesign analysisProject execution"|['Automation', 'Production', 'Customer support', 'Delivery Head', 'Management', 'Design analysis', 'Project execution']|Delivery Head - Project Management|Not Disclosed|
16|47|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 7 years|"Job description
Job Description : Nawkartechnology - 'Understand functional and nonfunctional application security requirements.? Raise queries and seek clarification.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
MINapplicationApplication security"|['MIN', 'application', 'Application security']|Associate - Projects|Not Disclosed|
17|Less than 10|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 5 years|"Job description
Job Summary:

Must have experience in handling bidding portals like freelancer.com, Guru.com, upwork.com

Experience in bidding with LinkedIn, Facebook.

Should have knowledge of email marketing and follow- up with the client s response.

Excellent communication skills.

Experience in writing Proposals.

Responsibilities:

Experience with interacting with clients in US, Canada, Australia, UK countries.

Other online marketing skills/Experience to generate new lead.

Must have strong drive to results and passion for growing businesses.

Knowledge of web and mobile applications development practices.

Deep understanding of marketing principles.

Excellent oral and written communication skills including presentation skills.

Must have strong decision- making, and problem solving skills.

Ability to provide quality leadership to sales team.

Must have 1 to 5 years of experience in same work profile.

Graphic Designer Ahmedabad, Gujarat

Experience Range: 1 to 5 years.

View Details

Job Description:

Execute all visual design stages from concept to final hand- off to engineering.

Conceptualize original website design ideas that bring simplicity and user friendliness to complex roadblocks.

Create wireframes, storyboards, user flows, process flows and site maps to communicate interaction and design ideas.

Present and defend designs and key deliverables to peers and executive level stakeholders

Establish and promote design guidelines, best practices and standards

Proficiency in HTML, CSS and JavaScript for rapid prototyping

Proficiency in Photoshop, Illustrator or other visual design and wire- framing tools

Ability to solve problems creatively and effectively

Excellent visual design skills with sensitivity to user- system interaction

Mean Stack Developer Ahmedabad, Gujarat

Experience Range: 1 to 5 years.

View Details

Responsibilities :

1- 5 years experience building apps with Javascript.

Expert- level knowledge in React Native. Should have built React Native Apps before.

Experience in developing APIs (RESTful, GraphQL, Nail.js etc.) is highly desirable.

Experience in Mongo database is a must.

Expert- level knowledge in Node.js

Experience in Server- side application like React.js is desirable.

Experience with automated unit, integration and end- to- end testing is highly desirable.

Experience in the area of network or systems management is a plus.

Knowledgeable in Redux and container technologies.

Understanding fundamental design principles behind a scalable application.

Knowledgeable in SQL: MySQL etc.

PHP Developer Ahmedabad, Gujarat

Experience Range: 1 to 5 years.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
jQueryIllustratorOnline marketingMySQLPHPHTMLCakePHPZendPhotoshopSQL"|['jQuery', 'Illustrator', 'Online marketing', 'MySQL', 'PHP', 'HTML', 'CakePHP', 'Zend', 'Photoshop', 'SQL']|Project Coordinator|Not Disclosed|
18|Less than 10|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|6 - 10 years|"Job description
Will be responsible for leading a team of engineers working in Development and Implementation of functionality using VHDL/ Verilog.

* Will need to understand and execute the product design and lead the development activity.

* Development and enhancement of products in the area of Design For Testability.

ust have strong experience in Verilog or VHDL

* Sound knowledge of digital electronics and design is essential. * Experience in Software development in C on any of the flavous of Unix is essential. * Strong knowledge of Advanced Data Structures and Algorithms. * Ability to do hands on work as well as to manage the project.

RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Embedded, EDA, VLSI, ASIC, Chip Design
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
assembly languagealgorithmsProject Leadwebsitesoftware developmentcHTMLajaxjavascriptjquerySQLxhtmlSix SigmaPMPgitDFTxmlReal Time Operating Systemslinux.NETdata structuresOracleunixPython"|[]|Project Lead - DFT|Not Disclosed|
19|12|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|8 - 13 years|"Job description
* Planning and Executing project deliverables on time to meet exacting standards and requirements of customers.

* Top level design and architecting of product solutions.

* Providing technical leadership while leading a team of engineers.

* Ensuring international industry standards in the product design and development.

Must be a Bachelors / Masters in Electronics / VLSI/ Microelectronics.

* Must have 8 years total experience in front end ASIC design (using Verilog/ VHDL)

* Experience in development of IPs relating to USB 2.0 (Host and device )

* Experience in validation of IP using FPGA at board level

* Exposure to design and development of bus interfaces such as AHB, and PCI

* Exposure to verification languages (such as VERA, SPECMAN) and functional modeling is desirable

* Awareness of industry standards in IP design and working knowledge of Synthesis tools (such as Synopsys Design Compiler is desirable

* Knowledge of datacom protocols would be an added advantage

* Experience in leading a team of engineers is a must.

RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Embedded, EDA, VLSI, ASIC, Chip Design
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
assembly languagefront endProject LeadwebsiteCHTMLajaxjavascriptjquerySQLxhtmlSix SigmaPMPxmlInventra HwReal Time Operating Systemslinux.NETOraclePython"|['assembly language', 'front end', 'Project Lead', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL', 'xhtml', 'Six Sigma', 'PMP', 'xml', 'w', 'linux', '.NET', 'Oracle', 'Python']|Project Lead - Inventra H/ w|Not Disclosed|
20|90|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 7 years|"Job description
Candidate must have 2+years experience on Machine learning, Deep Learning, and Artificial Intelligence.
Experience on Imparting training on various data science technologies.
RoleTrainer/Faculty
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Trainingdeep learningdata scienceArtificial IntelligenceMachine learningCorporate"|['Training', 'deep learning', 'data science', 'Artificial Intelligence', 'Machine learning', 'Corporate']|Corporate Trainer - Data Science|Not Disclosed|
21|123|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 7 years|"Job description
Corporate Trainer- AWS, Must have at least 2+ years of experience in imparting trainings-AWS Solutions Architect, AWS DevOps,
Must be AWS Solutions Architect Associate Certified or equivalent .
Work from home benefit.
RoleOther
Industry TypeIT Services & Consulting
Functional AreaOther
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
devopsCorporateAWSSolution Architect"|['devops', 'Corporate', 'AWS', 'Solution Architect']|Corporate Trainer - AWS|Not Disclosed|
